home_team,away_team,week,season,pred_home_win,actual_home_win,book_home_ml_odds,book_away_ml_odds,book_home_spread,book_home_spread_odds,book_away_spread,book_away_spread_odds,pred_home_spread,actual_home_spread,pred_home_cover,actual_home_cover,spread_correct,spread_winnings,ml_correct,ml_winnings,naive_spread_winnings,naive_ml_winnings,pred_vs_book_spread
Wisconsin,Indiana,14,2020,1,0,-556,400,-13.5,-112,13.5,-106,-0.77,8,1,1,1,1.89285714285714,0,0,0.946428571428571,0,12.73
Western Kentucky,Indiana,4,2021,1,0,285,-365,9,-105,-9,-115,-13.97,2,0,0,1,1.8695652173913,0,0,0.934782608695652,1.27397260273973,22.97
Penn State,Indiana,5,2021,1,1,NA,NA,NA,NA,NA,NA,-13.54,-24,NA,NA,NA,NA,1,NA,NA,NA,NA
Cincinnati,Indiana,4,2022,1,1,-720,500,-16.5,-118,16.5,-105,-8.4,-21,1,0,0,0,1,1.13888888888889,0.976190476190476,1.13888888888889,8.1
Nebraska,Indiana,5,2022,0,1,-245,190,-6.5,-109,6.5,-110,4.9,-14,1,0,0,0,0,0,0.954545454545455,1.40816326530612,11.4
Ohio State,Indiana,11,2022,1,1,-1e+05,8000,-40.5,-110,40.5,-110,-24.52,-42,1,0,0,0,1,1.001,0.954545454545455,1.001,15.98
Pittsburgh,Iowa,4,2014,1,0,NA,NA,NA,NA,NA,NA,-12.87,4,NA,NA,NA,NA,0,0,NA,NA,NA
Illinois,Iowa,12,2014,0,0,NA,NA,NA,NA,NA,NA,11.37,16,NA,NA,NA,NA,1,NA,NA,NA,NA
Rutgers,Iowa,4,2016,0,0,480,-600,14.5,-106,-14.5,-110,1.17,7,0,0,1,1.90909090909091,1,1.16666666666667,0.954545454545455,1.16666666666667,13.33
Penn State,Iowa,10,2016,1,1,-260,210,-6.5,-110,6.5,-110,-8.45,-27,0,0,1,1.90909090909091,1,1.38461538461538,0.954545454545455,1.38461538461538,1.95
Michigan State,Iowa,5,2017,1,1,-165,140,-3.5,-105,3.5,-115,-7.09,-7,0,0,1,1.8695652173913,1,1.60606060606061,0.934782608695652,1.60606060606061,3.59
Northwestern,Iowa,8,2017,1,1,-135,115,-2.5,-110,2.5,-110,-2.61,-7,0,0,1,1.90909090909091,1,1.74074074074074,0.954545454545455,1.74074074074074,0.11
Indiana,Iowa,7,2018,0,0,150,-170,3.5,-110,-3.5,-110,4.63,26,1,1,1,1.90909090909091,1,1.58823529411765,0.954545454545455,1.58823529411765,1.13
Michigan,Iowa,6,2019,0,1,-200,165,-4,-110,4,-110,6.97,-7,1,0,0,0,0,0,0.954545454545455,1.5,10.97
Illinois,Iowa,14,2020,0,0,410,-550,13.5,-110,-13.5,-111,14.4,14,1,1,1,1.90909090909091,1,1.18181818181818,0.954545454545455,1.18181818181818,0.9
Wisconsin,Iowa,7,2023,1,0,-320,255,-8.5,-105,8.5,-115,-9.86,9,0,1,0,0,0,0,0.976190476190476,0,1.36
Nebraska,Iowa,13,2023,0,0,-148,124,-2.5,-120,2.5,-105,5.99,3,1,1,1,1.83333333333333,1,2.24,0.916666666666667,0,8.49
Toledo,Iowa State,3,2015,1,1,NA,NA,NA,NA,NA,NA,-2.23,-7,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas Tech,Iowa State,6,2015,1,1,NA,NA,NA,NA,NA,NA,-3.68,-35,NA,NA,NA,NA,1,NA,NA,NA,NA
Kansas State,Iowa State,12,2015,1,1,NA,NA,NA,NA,NA,NA,-2.95,-3,NA,NA,NA,NA,1,NA,NA,NA,NA
Kansas,Iowa State,11,2016,0,0,315,-410,10.5,-110,-10.5,-110,4.67,7,0,0,1,1.90909090909091,1,1.24390243902439,0.954545454545455,1.24390243902439,5.83
Akron,Iowa State,3,2017,0,0,295,-370,10,-115,-10,-105,3.62,27,0,1,0,0,1,1.27027027027027,0.934782608695652,1.27027027027027,6.38
Kansas State,Iowa State,13,2017,1,1,-140,120,-2.5,-115,2.5,-105,-1.6,-1,1,1,1,1.8695652173913,1,1.71428571428571,0.934782608695652,1.71428571428571,0.9
Texas,Iowa State,12,2018,1,1,-125,105,-1.5,-110,1.5,-110,-4.98,-14,0,0,1,1.90909090909091,1,1.8,0.954545454545455,1.8,3.48
West Virginia,Iowa State,7,2019,0,0,277,-360,9.5,-110,-9.5,-110,5.3,24,0,1,0,0,1,1.27777777777778,0.954545454545455,1.27777777777778,4.2
Texas Tech,Iowa State,8,2019,0,0,240,-296,8,-102,-8,-116,8.89,10,1,1,1,1.98039215686275,1,1.33783783783784,0.990196078431373,1.33783783783784,0.890000000000001
Texas,Iowa State,13,2020,0,0,105,-125,1.5,-111,-1.5,-109,4.67,3,1,1,1,1.9009009009009,1,1.8,0.950450450450451,1.8,3.17
Sam Houston,Jacksonville State,5,2023,0,0,205,-250,6.5,-109,-6.5,-111,4.65,7,0,1,0,0,1,1.4,0.958715596330275,1.4,1.85
Middle Tennessee,Jacksonville State,6,2023,0,0,NA,NA,NA,NA,NA,NA,8.86,15,NA,NA,NA,NA,1,NA,NA,NA,NA
Eastern Michigan,Jacksonville State,3,2024,1,1,124,-148,2.5,-103,-2.5,-116,-11.18,-3,0,0,1,1.86206896551724,1,2.24,0.931034482758621,0,13.68
Arkansas State,James Madison,6,2022,0,0,340,-480,12,-109,-12,-109,14.12,22,1,1,1,1.91743119266055,1,1.20833333333333,0.958715596330275,1.20833333333333,2.12
Troy,James Madison,3,2023,0,0,-142,115,-2.5,-114,2.5,-106,13.03,2,1,1,1,1.87719298245614,1,2.15,0.93859649122807,0,15.53
Utah State,James Madison,4,2023,0,0,176,-215,5.5,-108,-5.5,-112,6.91,7,1,1,1,1.92592592592593,1,1.46511627906977,0.962962962962963,1.46511627906977,1.41
Coastal Carolina,James Madison,13,2023,0,0,150,-185,4,-111,-4,-113,5.98,42,1,1,1,1.9009009009009,1,1.54054054054054,0.950450450450451,1.54054054054054,1.98
North Carolina,James Madison,4,2024,1,0,NA,NA,NA,NA,NA,NA,-13.28,20,NA,NA,NA,NA,0,0,NA,NA,NA
Oklahoma,Kansas,13,2014,1,1,NA,NA,NA,NA,NA,NA,-20.83,-37,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas,Kansas,10,2015,1,1,NA,NA,NA,NA,NA,NA,-10.27,-39,NA,NA,NA,NA,1,NA,NA,NA,NA
Baylor,Kansas,7,2016,1,1,-17800,7500,-33.5,-110,33.5,-110,-23.14,-42,1,0,0,0,1,1.00561797752809,0.954545454545455,1.00561797752809,10.36
Oklahoma,Kansas,9,2016,1,1,NA,NA,NA,NA,NA,NA,-20.68,-53,NA,NA,NA,NA,1,NA,NA,NA,NA
West Virginia,Kansas,10,2016,1,1,NA,NA,NA,NA,NA,NA,-25.48,-27,NA,NA,NA,NA,1,NA,NA,NA,NA
Ohio,Kansas,3,2017,1,1,-280,230,-7.5,-105,7.5,-115,-19.23,-12,0,0,1,1.8695652173913,1,1.35714285714286,0.934782608695652,1.35714285714286,11.73
Texas,Kansas,11,2017,1,1,NA,NA,NA,NA,NA,NA,-19.83,-15,NA,NA,NA,NA,1,NA,NA,NA,NA
Kansas State,Kansas,11,2018,1,1,-330,270,-9.5,-110,9.5,-110,-0.27,-4,1,1,1,1.90909090909091,1,1.3030303030303,0.954545454545455,1.3030303030303,9.23
TCU,Kansas,5,2019,1,1,-653,499,-15,-110,15,-110,-8.61,-37,1,0,0,0,1,1.1531393568147,0.954545454545455,1.1531393568147,6.39
Texas,Kansas,8,2019,1,1,-1225,775,-21,-117,20.5,-110,-15.04,-2,1,1,1,1.85470085470085,1,1.08163265306122,0.927350427350427,1.08163265306122,5.96
Oklahoma State,Kansas,12,2019,1,1,-850,585,-17.5,-110,17.5,-107,-14.4,-18,1,0,0,0,1,1.11764705882353,0.967289719626168,1.11764705882353,3.1
West Virginia,Kansas,7,2020,1,1,-2000,1050,-21.5,-105,21.5,-115,-22.81,-21,0,1,0,0,1,1.05,0.976190476190476,1.05,1.31
Kansas State,Kansas,8,2020,1,1,-1115,700,-19,-108,19,-112,-17.59,-41,1,0,0,0,1,1.08968609865471,0.946428571428571,1.08968609865471,1.41
Oklahoma,Kansas,10,2020,1,1,-16000,3624,-38.5,-110,38.5,-110,-22.24,-53,1,0,0,0,1,1.00625,0.954545454545455,1.00625,16.26
Texas,Kansas,11,2021,1,0,NA,NA,NA,NA,NA,NA,-18.42,1,NA,NA,NA,NA,0,0,NA,NA,NA
Oklahoma,Kansas,7,2022,0,1,-345,270,-10,-105,10,-115,8.72,-10,1,0,0,0,0,0,0.934782608695652,1.28985507246377,18.72
Baylor,Kansas,8,2022,1,1,-420,290,-11,-105,11,-110,-8.24,-12,1,0,0,0,1,1.23809523809524,0.954545454545455,1.23809523809524,2.76
Cincinnati,Kansas,13,2023,0,0,255,-335,7.5,-115,-7.5,-110,6.21,33,0,1,0,0,1,1.29850746268657,0.934782608695652,1.29850746268657,1.29
West Virginia,Kansas,4,2024,0,1,-115,-105,-1,-110,1,-110,2.87,-4,1,0,0,0,0,0,0.954545454545455,1.8695652173913,3.87
Oklahoma State,Kansas State,5,2015,1,1,NA,NA,NA,NA,NA,NA,-6.8,-2,NA,NA,NA,NA,1,NA,NA,NA,NA
Kansas,Kansas State,13,2015,0,0,NA,NA,NA,NA,NA,NA,6.43,31,NA,NA,NA,NA,1,NA,NA,NA,NA
Iowa State,Kansas State,9,2016,0,0,190,-235,6,-110,-6,-110,12.73,5,1,0,0,0,1,1.42553191489362,0.954545454545455,1.42553191489362,6.73
TCU,Kansas State,14,2016,1,0,-185,155,-4,-110,4,-110,-5.95,24,0,1,0,0,0,0,0.954545454545455,0,1.95
Kansas,Kansas State,9,2017,0,0,NA,NA,NA,NA,NA,NA,13.38,10,NA,NA,NA,NA,1,NA,NA,NA,NA
Oklahoma,Kansas State,9,2018,1,1,-2500,1400,-24,-110,24,-110,-18.92,-37,1,0,0,0,1,1.04,0.954545454545455,1.04,5.08
TCU,Kansas State,10,2018,1,1,-375,315,-10,-110,10,-110,-8.41,-1,1,1,1,1.90909090909091,1,1.26666666666667,0.954545454545455,1.26666666666667,1.59
Iowa State,Kansas State,13,2018,1,1,-400,325,-10.5,-110,10.5,-110,-4.75,-4,1,1,1,1.90909090909091,1,1.25,0.954545454545455,1.25,5.75
Mississippi State,Kansas State,3,2019,1,0,-275,215,-7,-110,7,-110,-0.2,7,1,1,1,1.90909090909091,0,0,0.954545454545455,0,6.8
Kansas,Kansas State,10,2019,0,0,170,-215,5,-112,-5,-109,6.83,28,1,1,1,1.89285714285714,1,1.46511627906977,0.946428571428571,1.46511627906977,1.83
Texas,Kansas State,11,2019,0,1,-282,230,-7,-112,7,-107,2.14,-3,1,1,1,1.89285714285714,0,0,0.946428571428571,1.35460992907801,9.14
Oklahoma State,Kansas State,4,2021,1,1,-228,190,-6.5,-111,6.5,-107,-3.68,-11,1,0,0,0,1,1.43859649122807,0.967289719626168,1.43859649122807,2.82
TCU,Kansas State,8,2022,1,1,-151,125,-3.5,-109,3.5,-112,-5.5,-10,0,0,1,1.89285714285714,1,1.66225165562914,0.946428571428571,1.66225165562914,2
Baylor,Kansas State,11,2022,1,0,-138,110,-2.5,-112,2.5,-110,-4.6,28,0,1,0,0,0,0,0.946428571428571,0,2.1
TCU,Kansas State,14,2022,1,0,-106,-120,1.5,-105,-1.5,-115,-5.77,3,0,1,0,0,0,0,0.976190476190476,1.83333333333333,7.27
Northern Illinois,Kent State,6,2014,1,1,NA,NA,NA,NA,NA,NA,-23.53,-3,NA,NA,NA,NA,1,NA,NA,NA,NA
Toledo,Kent State,6,2015,1,1,NA,NA,NA,NA,NA,NA,-5.96,-31,NA,NA,NA,NA,1,NA,NA,NA,NA
Alabama,Kent State,4,2016,1,1,-140080,30080,-42.5,-108,42.5,-110,-24.82,-48,1,0,0,0,1,1.00071387778412,0.954545454545455,1.00071387778412,17.68
Buffalo,Kent State,6,2016,1,0,130,-150,3,-110,-3,-110,-2.87,24,0,1,0,0,0,0,0.954545454545455,1.66666666666667,5.87
Akron,Kent State,13,2017,1,1,-560,410,-14.5,-110,14.5,-110,-13.23,-10,1,1,1,1.90909090909091,1,1.17857142857143,0.954545454545455,1.17857142857143,1.27
Ball State,Kent State,5,2018,1,1,-270,230,-7,-115,7,-105,-2.55,-28,1,0,0,0,1,1.37037037037037,0.976190476190476,1.37037037037037,4.45
Miami (OH),Kent State,7,2018,1,1,-400,317,-11,-110,11,-110,-10.63,-25,1,0,0,0,1,1.25,0.954545454545455,1.25,0.369999999999999
Auburn,Kent State,3,2019,1,1,-10000,1600,-35.5,-110,35.5,-110,-15.6,-39,1,0,0,0,1,1.01,0.954545454545455,1.01,19.9
Wisconsin,Kent State,6,2019,1,1,-21500,8000,-35,-105,35,-115,-25.64,-48,1,0,0,0,1,1.0046511627907,0.934782608695652,1.0046511627907,9.36
Akron,Kent State,7,2019,0,0,455,-648,14.5,-112,-14.5,-111,1.09,23,0,1,0,0,1,1.15432098765432,0.946428571428571,1.15432098765432,13.41
Buffalo,Kent State,13,2020,1,1,-275,225,-7.5,-110,7.5,-110,-2.02,-29,1,0,0,0,1,1.36363636363636,0.954545454545455,1.36363636363636,5.48
Iowa,Kent State,3,2021,1,1,NA,NA,NA,NA,NA,NA,-15.27,-23,NA,NA,NA,NA,1,NA,NA,NA,NA
Maryland,Kent State,4,2021,1,1,NA,NA,NA,NA,NA,NA,-17.68,-21,NA,NA,NA,NA,1,NA,NA,NA,NA
Central Michigan,Kent State,11,2021,0,1,NA,NA,NA,NA,NA,NA,0.92,-24,NA,NA,NA,NA,0,0,NA,NA,NA
Georgia,Kent State,4,2022,1,1,-1e+05,8000,-44.5,-113,44.5,-108,-32.69,-17,1,1,1,1.88495575221239,1,1.001,0.942477876106195,1.001,11.81
Miami (OH),Kent State,6,2022,1,1,165,-205,5.5,-109,-5.5,-112,-0.5,-3,0,0,1,1.89285714285714,1,2.65,0.946428571428571,0,6
Fresno State,Kent State,4,2023,1,1,-4500,1600,-27.5,-115,27.5,-105,-22.76,-43,1,0,0,0,1,1.02222222222222,0.976190476190476,1.02222222222222,4.74
Ohio,Kent State,6,2023,1,1,NA,NA,NA,NA,NA,NA,-10.45,-25,NA,NA,NA,NA,1,NA,NA,NA,NA
Eastern Michigan,Kent State,7,2023,1,1,-280,225,-7,-112,7,-107,-10.56,-14,0,0,1,1.93457943925234,1,1.35714285714286,0.967289719626168,1.35714285714286,3.56
LSU,Kentucky,8,2014,1,1,NA,NA,NA,NA,NA,NA,-3.02,-38,NA,NA,NA,NA,1,NA,NA,NA,NA
Louisville,Kentucky,14,2014,1,1,NA,NA,NA,NA,NA,NA,-10.95,-4,NA,NA,NA,NA,1,NA,NA,NA,NA
Florida,Kentucky,2,2016,1,1,-590,455,-14,-109,14,-108,-5.7,-38,1,0,0,0,1,1.16949152542373,0.962962962962963,1.16949152542373,8.3
Tennessee,Kentucky,11,2016,1,1,-600,450,-14,-110,14,-110,-10.49,-13,1,1,1,1.90909090909091,1,1.16666666666667,0.954545454545455,1.16666666666667,3.51
Louisville,Kentucky,13,2016,1,0,-5000,1700,-28,-110,28,-110,-20.35,3,1,1,1,1.90909090909091,0,0,0.954545454545455,0,7.65
Missouri,Kentucky,9,2018,1,0,-305,245,-7.5,-110,7.5,-110,-0.77,2,1,1,1,1.90909090909091,0,0,0.954545454545455,0,6.73
Louisville,Kentucky,13,2018,0,0,595,-795,17,-110,-17,-110,20.64,46,1,1,1,1.90909090909091,1,1.12578616352201,0.954545454545455,1.12578616352201,3.64
South Carolina,Kentucky,5,2019,1,1,-157,135,-3.5,-110,3.5,-110,-3.58,-17,0,0,1,1.90909090909091,1,1.63694267515924,0.954545454545455,1.63694267515924,0.0800000000000001
Tennessee,Kentucky,7,2020,1,0,-240,199,-6.5,-110,6.5,-108,-5.94,27,1,1,1,1.90909090909091,0,0,0.954545454545455,0,0.56
Missouri,Kentucky,8,2020,0,1,135,-160,3,-109,-3,-107,6.39,-10,1,0,0,0,0,0,0.967289719626168,0,3.39
Alabama,Kentucky,12,2020,1,1,-5000,1550,-31.5,-110,31.5,-110,-18.89,-60,1,0,0,0,1,1.02,0.954545454545455,1.02,12.61
Florida,Kentucky,13,2020,1,1,-2200,1050,-24,-107,24,-112,-21.04,-24,1,0,0,0,1,1.04545454545455,0.946428571428571,1.04545454545455,2.96
Vanderbilt,Kentucky,11,2021,0,0,NA,NA,NA,NA,NA,NA,14.04,17,NA,NA,NA,NA,1,NA,NA,NA,NA
Louisville,Kentucky,13,2021,0,0,NA,NA,NA,NA,NA,NA,1.91,31,NA,NA,NA,NA,1,NA,NA,NA,NA
Tennessee,Kentucky,9,2022,1,1,-422,320,-11,-109,11,-112,-15.72,-38,0,0,1,1.89285714285714,1,1.23696682464455,0.946428571428571,1.23696682464455,4.72
Ole Miss,Kentucky,5,2024,1,0,-724,512,-15,-110,15,-110,-16.56,3,0,1,0,0,0,0,0.954545454545455,0,1.56
Arkansas,LSU,12,2014,0,1,NA,NA,NA,NA,NA,NA,2.06,-17,NA,NA,NA,NA,0,0,NA,NA,NA
Syracuse,LSU,4,2015,1,0,NA,NA,NA,NA,NA,NA,-4.69,10,NA,NA,NA,NA,0,0,NA,NA,NA
Auburn,LSU,4,2016,0,1,155,-175,3.5,-110,-3.5,-110,4.73,-5,1,0,0,0,0,0,0.954545454545455,0,1.23
Texas A&M,LSU,13,2016,1,0,195,-245,6.5,-110,-6.5,-110,-7.64,15,0,1,0,0,0,0,0.954545454545455,1.40816326530612,14.14
Mississippi State,LSU,3,2017,1,1,245,-305,7.5,-110,-7.5,-110,-12.5,-30,0,0,1,1.90909090909091,1,3.45,0.954545454545455,0,20
Auburn,LSU,3,2018,1,0,-390,320,-10,-110,10,-110,-10.12,1,0,1,0,0,0,0,0.954545454545455,0,0.119999999999999
Florida,LSU,6,2018,1,1,-105,-115,1,-110,-1,-110,-6.26,-8,0,0,1,1.90909090909091,1,1.95238095238095,0.954545454545455,0,7.26
Texas A&M,LSU,13,2018,1,1,-145,125,-3,-105,3,-115,-2.89,-2,1,1,1,1.95238095238095,1,1.68965517241379,0.976190476190476,1.68965517241379,0.11
Vanderbilt,LSU,5,2020,0,0,860,-1500,21,-113,-21,-105,6.53,34,0,1,0,0,1,1.06666666666667,0.942477876106195,1.06666666666667,14.47
Auburn,LSU,5,2022,0,0,245,-315,8,-113,-8,-108,9.72,4,1,0,0,0,1,1.31746031746032,0.962962962962963,1.31746031746032,1.72
Mississippi State,LSU,3,2023,1,0,285,-360,9.5,-110,-9.5,-110,-3.87,27,0,1,0,0,0,0,0.954545454545455,1.27777777777778,13.37
Ole Miss,LSU,5,2023,1,1,120,-145,3,-112,-3,-110,-6.6,-6,0,0,1,1.90909090909091,1,2.2,0.954545454545455,0,9.6
Missouri,LSU,6,2023,1,0,NA,NA,NA,NA,NA,NA,-8.64,10,NA,NA,NA,NA,0,0,NA,NA,NA
New Mexico,Liberty,5,2018,1,0,-263,215,-7,-115,7,-105,-11.87,9,0,1,0,0,0,0,0.934782608695652,0,4.87
Auburn,Liberty,12,2018,1,1,-6000,1673,-29.5,-110,29.5,-110,-14.35,-53,1,0,0,0,1,1.01666666666667,0.954545454545455,1.01666666666667,15.15
Virginia,Liberty,13,2019,1,1,-720,499,-16,-110,16,-110,-4.38,-28,1,0,0,0,1,1.13888888888889,0.954545454545455,1.13888888888889,11.62
North Texas,Liberty,8,2021,0,0,880,-1475,21,-110,-21,-110,18.43,9,0,0,1,1.90909090909091,1,1.06779661016949,0.954545454545455,1.06779661016949,2.57
Arkansas,Liberty,10,2022,0,0,-652,447,-14.5,-107,14.5,-113,4.46,2,1,1,1,1.93457943925234,1,5.47,0.967289719626168,0,18.96
UConn,Liberty,11,2022,0,1,425,-590,13.5,-108,-13.5,-113,6.14,-3,0,0,1,1.88495575221239,0,0,0.942477876106195,0,7.36
Buffalo,Liberty,3,2023,0,0,115,-140,2.5,-110,-2.5,-110,14.78,28,1,1,1,1.90909090909091,1,1.71428571428571,0.954545454545455,1.71428571428571,12.28
Florida International,Liberty,4,2023,1,0,290,-380,10,-110,-10,-110,-1.98,32,0,1,0,0,0,0,0.954545454545455,1.26315789473684,11.98
UTEP,Liberty,13,2023,0,0,700,-1100,18,-112,-18,-112,13.42,14,0,0,1,1.89285714285714,1,1.09090909090909,0.946428571428571,1.09090909090909,4.58
Ole Miss,Louisiana,3,2014,1,1,NA,NA,NA,NA,NA,NA,-19.41,-41,NA,NA,NA,NA,1,NA,NA,NA,NA
Troy,Louisiana,14,2014,0,0,NA,NA,NA,NA,NA,NA,13.48,19,NA,NA,NA,NA,1,NA,NA,NA,NA
Louisiana Tech,Louisiana,5,2015,1,1,NA,NA,NA,NA,NA,NA,-19.15,-29,NA,NA,NA,NA,1,NA,NA,NA,NA
Arkansas State,Louisiana,8,2015,1,1,NA,NA,NA,NA,NA,NA,-8.83,-10,NA,NA,NA,NA,1,NA,NA,NA,NA
South Alabama,Louisiana,11,2015,0,1,NA,NA,NA,NA,NA,NA,2.64,-7,NA,NA,NA,NA,0,0,NA,NA,NA
Georgia,Louisiana,12,2016,1,1,-1680,945,-21,-110,21,-110,-8.9,-14,1,1,1,1.90909090909091,1,1.05952380952381,0.954545454545455,1.05952380952381,12.1
UL Monroe,Louisiana,14,2016,0,0,180,-220,5.5,-110,-5.5,-110,8.4,27,1,1,1,1.90909090909091,1,1.45454545454545,0.954545454545455,1.45454545454545,2.9
Idaho,Louisiana,6,2017,1,0,-235,190,-6,-110,6,-110,-6.36,5,0,1,0,0,0,0,0.954545454545455,0,0.36
App State,Louisiana,14,2017,1,1,-590,440,-14,-110,14,-110,-16.27,-49,0,0,1,1.90909090909091,1,1.16949152542373,0.954545454545455,1.16949152542373,2.27
App State,Louisiana,8,2018,1,1,-2600,1198,-25.5,-110,25.5,-110,-27.24,-10,0,1,0,0,1,1.03846153846154,0.954545454545455,1.03846153846154,1.74
Troy,Louisiana,10,2018,1,1,-300,250,-7.5,-110,7.5,-110,-18.44,-10,0,0,1,1.90909090909091,1,1.33333333333333,0.954545454545455,1.33333333333333,10.94
Georgia Southern,Louisiana,5,2019,0,0,136,-162,3,-110,-3,-112,17.77,13,1,1,1,1.90909090909091,1,1.61728395061728,0.954545454545455,1.61728395061728,14.77
Arkansas State,Louisiana,8,2019,0,0,180,-225,6,-115,-6,-107,10.09,17,1,1,1,1.8695652173913,1,1.44444444444444,0.934782608695652,1.44444444444444,4.09
Coastal Carolina,Louisiana,11,2019,0,0,432,-621,14,-110,-14,-110,9.29,41,0,1,0,0,1,1.1610305958132,0.954545454545455,1.1610305958132,4.71
UAB,Louisiana,8,2020,1,0,NA,NA,NA,NA,NA,NA,-10.34,4,NA,NA,NA,NA,0,0,NA,NA,NA
Texas State,Louisiana,9,2020,0,0,NA,NA,NA,NA,NA,NA,9.47,10,NA,NA,NA,NA,1,NA,NA,NA,NA
Georgia Southern,Louisiana,4,2021,0,0,465,-655,14.5,-110,-14.5,-110,15.54,8,1,0,0,0,1,1.15267175572519,0.954545454545455,1.15267175572519,1.04
Rice,Louisiana,3,2022,0,1,335,-480,11.5,-109,-11.5,-110,8.22,-12,0,0,1,1.90909090909091,0,0,0.954545454545455,0,3.28
Marshall,Louisiana,7,2022,1,0,-400,300,-10.5,-115,10.5,-100,-10.64,10,0,1,0,0,0,0,0.934782608695652,0,0.140000000000001
Troy,Louisiana,12,2023,1,1,-800,540,-16.5,-110,16.5,-110,-9.56,-7,1,1,1,1.90909090909091,1,1.125,0.954545454545455,1.125,6.94
UAB,Louisiana Tech,11,2014,0,0,NA,NA,NA,NA,NA,NA,5.53,16,NA,NA,NA,NA,1,NA,NA,NA,NA
Old Dominion,Louisiana Tech,13,2014,0,1,NA,NA,NA,NA,NA,NA,8.5,-3,NA,NA,NA,NA,0,0,NA,NA,NA
Western Kentucky,Louisiana Tech,2,2015,1,1,NA,NA,NA,NA,NA,NA,-4,-3,NA,NA,NA,NA,1,NA,NA,NA,NA
Kansas State,Louisiana Tech,3,2015,1,1,NA,NA,NA,NA,NA,NA,-8.84,-6,NA,NA,NA,NA,1,NA,NA,NA,NA
Middle Tennessee,Louisiana Tech,4,2016,1,1,-190,170,-4.5,-110,4.5,-105,-9.71,-4,0,1,0,0,1,1.52631578947368,0.954545454545455,1.52631578947368,5.21
Florida International,Louisiana Tech,8,2016,0,0,705,-1010,18,-110,-18,-110,12.73,20,0,1,0,0,1,1.0990099009901,0.954545454545455,1.0990099009901,5.27
North Texas,Louisiana Tech,10,2016,0,0,650,-900,18.5,-110,-18.5,-110,7.62,21,0,1,0,0,1,1.11111111111111,0.954545454545455,1.11111111111111,10.88
South Carolina,Louisiana Tech,4,2017,1,1,-350,280,-9,-110,9,-110,-16.28,-1,0,1,0,0,1,1.28571428571429,0.954545454545455,1.28571428571429,7.28
Florida Atlantic,Louisiana Tech,9,2018,0,0,-169,145,-3.5,-110,3.5,-110,8.54,8,1,1,1,1.90909090909091,1,2.45,0.954545454545455,0,12.04
Rice,Louisiana Tech,5,2019,0,0,257,-332,9,-110,-9,-110,12.11,3,1,0,0,0,1,1.30120481927711,0.954545454545455,1.30120481927711,3.11
UTEP,Louisiana Tech,9,2019,0,0,783,-1213,18.5,-110,-18.5,-110,16.2,21,0,1,0,0,1,1.08244023083265,0.954545454545455,1.08244023083265,2.3
UAB,Louisiana Tech,13,2019,0,1,-245,195,-6.5,-110,6.5,-110,1.95,-6,1,1,1,1.90909090909091,0,0,0.954545454545455,1.40816326530612,8.45
BYU,Louisiana Tech,5,2020,1,1,NA,NA,NA,NA,NA,NA,-25.67,-31,NA,NA,NA,NA,1,NA,NA,NA,NA
TCU,Louisiana Tech,15,2020,1,1,-1400,825,-21.5,-110,21.5,-112,-8.46,-42,1,0,0,0,1,1.07142857142857,0.946428571428571,1.07142857142857,13.04
UTEP,Louisiana Tech,7,2021,1,1,210,-275,6.5,-108,-6.5,-113,-2.69,-16,0,0,1,1.88495575221239,1,3.1,0.942477876106195,0,9.19
Old Dominion,Louisiana Tech,9,2021,1,1,155,-187,4,-110,-4,-110,-2.71,-3,0,0,1,1.90909090909091,1,2.55,0.954545454545455,0,6.71
UAB,Louisiana Tech,10,2021,1,1,-550,410,-13.5,-110,13.5,-110,-14.7,-14,0,0,1,1.90909090909091,1,1.18181818181818,0.954545454545455,1.18181818181818,1.2
Rice,Louisiana Tech,13,2021,0,1,155,-185,4,-108,-4,-113,6.1,-4,1,0,0,0,0,0,0.942477876106195,0,2.1
North Texas,Louisiana Tech,7,2022,1,1,-250,195,-6.5,-108,6.5,-112,-8.99,-20,0,0,1,1.89285714285714,1,1.4,0.946428571428571,1.4,2.49
Liberty,Louisiana Tech,10,2023,1,1,-600,440,-14,-110,14,-115,-16.49,-26,0,0,1,1.8695652173913,1,1.16666666666667,0.934782608695652,1.16666666666667,2.49
Boston College,Louisville,11,2014,1,0,NA,NA,NA,NA,NA,NA,-0.03,19,NA,NA,NA,NA,0,0,NA,NA,NA
Notre Dame,Louisville,13,2014,1,0,NA,NA,NA,NA,NA,NA,-1.41,3,NA,NA,NA,NA,0,0,NA,NA,NA
Syracuse,Louisville,2,2016,0,0,635,-835,17,-110,-17,-110,12.05,34,0,1,0,0,1,1.11976047904192,0.954545454545455,1.11976047904192,4.95
Boston College,Louisville,10,2016,0,0,1395,-3480,25,-110,-25,-110,11.85,45,0,1,0,0,1,1.02873563218391,0.954545454545455,1.02873563218391,13.15
Houston,Louisville,12,2016,0,1,705,-1010,17,-105,-17,-115,4.14,-26,0,0,1,1.8695652173913,0,0,0.934782608695652,0,12.86
NC State,Louisville,6,2017,1,1,140,-165,3,100,-3,-120,-5.44,-14,0,0,1,1.83333333333333,1,2.4,0.916666666666667,0,8.44
