home_team,away_team,week,season,pred_home_win,actual_home_win,book_home_ml_odds,book_away_ml_odds,book_home_spread,book_home_spread_odds,book_away_spread,book_away_spread_odds,pred_home_spread,actual_home_spread,pred_home_cover,actual_home_cover,spread_correct,spread_winnings,ml_correct,ml_winnings,naive_spread_winnings,naive_ml_winnings,pred_vs_book_spread
Colorado State,Nevada,7,2017,1,1,-3500,1750,-24.5,-110,24.5,-110,-16.94,-2,1,1,1,1.909091,1,1.028571,0.9545455,1.028571,7.56
Toledo,Nevada,4,2018,1,1,-410,330,-11,-110,11,-110,-6.08,-19,1,0,0,0,1,1.243902,0.9545455,1.243902,4.92
Oregon,Nevada,2,2019,0,1,-3335,1600,-24.5,-115,24.5,-105,4.12,-71,1,0,0,0,0,0,0.9761905,1.029985,28.62
UTEP,Nevada,4,2019,0,0,435,-569,14,-112,-14,-107,5.51,16,0,1,0,0,1,1.175747,0.9464286,1.175747,8.49
Wyoming,Nevada,9,2019,1,1,-626,434,-13.5,-105,13.5,-112,-14.83,-28,0,0,1,1.892857,1,1.159744,0.9464286,1.159744,1.33
Fresno State,Nevada,13,2019,1,0,-515,385,-13,-107,13,-112,-7.84,7,1,1,1,1.934579,0,0,0.9672897,0,5.16
New Mexico,Nevada,11,2020,0,0,540,-800,17.5,-110,-17.5,-110,16.11,7,0,0,1,1.909091,1,1.125,0.9545455,1.125,1.39
Hawai'i,Nevada,7,2022,0,1,177,-224,6,-108,-6,-113,3.45,-15,0,0,1,1.884956,0,0,0.9424779,0,2.55
San José State,Nevada,9,2022,1,1,NA,NA,NA,NA,NA,NA,-18.09,-7,NA,NA,NA,NA,1,NA,NA,NA,NA
Minnesota,Nevada,3,2024,1,1,-847,569,-17,-109,17,-111,-11.06,-27,1,0,0,0,1,1.118064,0.9504505,1.118064,5.94
UNLV,New Mexico,10,2014,1,0,NA,NA,NA,NA,NA,NA,-0.59,3,NA,NA,NA,NA,0,0,NA,NA,NA
Utah State,New Mexico,12,2014,1,1,NA,NA,NA,NA,NA,NA,-18.38,-7,NA,NA,NA,NA,1,NA,NA,NA,NA
Nevada,New Mexico,6,2015,0,1,NA,NA,NA,NA,NA,NA,3.24,-18,NA,NA,NA,NA,0,0,NA,NA,NA
San José State,New Mexico,8,2015,0,1,NA,NA,NA,NA,NA,NA,3.15,-10,NA,NA,NA,NA,0,0,NA,NA,NA
Air Force,New Mexico,7,2016,1,0,445,-550,14,-105,-14,-110,-13.44,5,0,0,1,1.909091,0,0,0.9545455,1.181818,27.44
Wyoming,New Mexico,9,2017,1,1,-135,115,-2.5,-110,2.5,-110,-7.54,-39,0,0,1,1.909091,1,1.740741,0.9545455,1.740741,5.04
Texas A&M,New Mexico,11,2017,1,1,-970,685,-18.5,-110,18.5,-110,-15.64,-41,1,0,0,0,1,1.103093,0.9545455,1.103093,2.86
San Diego State,New Mexico,13,2017,1,1,-1220,805,-20.5,-110,20.5,-110,-18.91,-25,1,0,0,0,1,1.081967,0.9545455,1.081967,1.59
Nevada,New Mexico,10,2019,0,1,-172,147,-3.5,-110,3.5,-110,0.98,-11,1,0,0,0,0,0,0.9545455,1.581395,4.48
Boise State,New Mexico,12,2019,1,1,-2860,1293,-26,-112,26,-110,-23.77,-33,1,0,0,0,1,1.034965,0.9545455,1.034965,2.23
Wyoming,New Mexico,8,2021,1,0,-1540,847,-19.5,-107,19.5,-112,-15.24,11,1,1,1,1.934579,0,0,0.9672897,0,4.26
Fresno State,New Mexico,11,2021,1,1,-3000,1120,-24,-111,24,-109,-17.04,-27,1,0,0,0,1,1.033333,0.9587156,1.033333,6.96
Boise State,New Mexico,12,2021,1,1,-6000,1600,-27.5,-115,27.5,-110,-18.76,-37,1,0,0,0,1,1.016667,0.9545455,1.016667,8.74
LSU,New Mexico State,5,2014,1,1,NA,NA,NA,NA,NA,NA,-33.71,-56,NA,NA,NA,NA,1,NA,NA,NA,NA
Louisiana,New Mexico State,12,2015,1,0,NA,NA,NA,NA,NA,NA,-11.83,3,NA,NA,NA,NA,0,0,NA,NA,NA
Kentucky,New Mexico State,3,2016,1,1,-1600,1037,-22,-106,22,-110,-7.66,-20,1,1,1,1.943396,1,1.0625,0.9716981,1.0625,14.34
Idaho,New Mexico State,7,2016,0,1,-175,155,-4,-105,4,-110,5.66,-32,1,0,0,0,0,0,0.9545455,1.571429,9.66
Arkansas State,New Mexico State,11,2016,1,1,-910,655,-18.5,-110,18.5,-110,-11.68,-19,1,0,0,0,1,1.10989,0.9545455,1.10989,6.82
Arkansas,New Mexico State,5,2017,1,1,-1000,700,-18.5,-110,18.5,-110,-13.48,-18,1,1,1,1.909091,1,1.1,0.9545455,1.1,5.02
App State,New Mexico State,6,2017,1,1,-555,405,-13.5,-110,13.5,-110,-13.95,-14,0,0,1,1.909091,1,1.18018,0.9545455,1.18018,0.45
Georgia Southern,New Mexico State,7,2017,0,0,175,-210,5,-110,-5,-110,2.49,8,0,1,0,0,1,1.47619,0.9545455,1.47619,2.51
Texas State,New Mexico State,10,2017,1,0,270,-340,9,-110,-9,-110,-0.14,10,0,1,0,0,0,0,0.9545455,1.294118,9.14
UTEP,New Mexico State,4,2018,0,0,184,-220,5.5,-110,-5.5,-110,4.95,7,0,1,0,0,1,1.454545,0.9545455,1.454545,0.55
BYU,New Mexico State,12,2018,1,1,-3500,1375,-25.5,-110,25.5,-110,-17.02,-35,1,0,0,0,1,1.028571,0.9545455,1.028571,8.48
Liberty,New Mexico State,14,2019,1,1,-620,450,-14.5,-110,14.5,-110,-20.28,-21,0,0,1,1.909091,1,1.16129,0.9545455,1.16129,5.78
San José State,New Mexico State,5,2021,1,1,NA,NA,NA,NA,NA,NA,-6.79,-6,NA,NA,NA,NA,1,NA,NA,NA,NA
Wisconsin,New Mexico State,3,2022,1,1,-1e+05,8000,-37.5,-110,37.5,-107,-11.66,-59,1,0,0,0,1,1.001,0.9672897,1.001,25.84
Missouri,New Mexico State,12,2022,1,1,-12500,2500,-29,-110,29,-110,-14.86,-31,1,0,0,0,1,1.008,0.9545455,1.008,14.14
New Mexico,New Mexico State,3,2023,0,0,-141,116,-2.5,-113,2.5,-106,0.13,10,1,1,1,1.884956,1,2.16,0.9424779,0,2.63
Hawai'i,New Mexico State,4,2023,0,1,-184,152,-3.5,-104,3.5,-118,3.34,-3,1,1,1,1.961538,0,0,0.9807692,1.543478,6.84
East Carolina,North Carolina,4,2014,1,1,NA,NA,NA,NA,NA,NA,-2.37,-29,NA,NA,NA,NA,1,NA,NA,NA,NA
Miami,North Carolina,10,2014,1,1,NA,NA,NA,NA,NA,NA,-12.08,-27,NA,NA,NA,NA,1,NA,NA,NA,NA
Duke,North Carolina,13,2014,1,0,NA,NA,NA,NA,NA,NA,-18.17,25,NA,NA,NA,NA,0,0,NA,NA,NA
Pittsburgh,North Carolina,9,2015,0,0,NA,NA,NA,NA,NA,NA,2.5,7,NA,NA,NA,NA,1,NA,NA,NA,NA
Miami,North Carolina,7,2016,1,0,NA,NA,NA,NA,NA,NA,-17.27,7,NA,NA,NA,NA,0,0,NA,NA,NA
Old Dominion,North Carolina,3,2017,1,0,NA,NA,NA,NA,NA,NA,-4.28,30,NA,NA,NA,NA,0,0,NA,NA,NA
Georgia Tech,North Carolina,5,2017,1,1,NA,NA,NA,NA,NA,NA,-16.03,-26,NA,NA,NA,NA,1,NA,NA,NA,NA
Pittsburgh,North Carolina,11,2017,1,0,NA,NA,NA,NA,NA,NA,-11.87,3,NA,NA,NA,NA,0,0,NA,NA,NA
NC State,North Carolina,13,2017,1,1,NA,NA,NA,NA,NA,NA,-7.81,-12,NA,NA,NA,NA,1,NA,NA,NA,NA
Duke,North Carolina,11,2018,1,1,NA,NA,NA,NA,NA,NA,-13.76,-7,NA,NA,NA,NA,1,NA,NA,NA,NA
Virginia Tech,North Carolina,8,2019,1,1,NA,NA,NA,NA,NA,NA,-0.98,-2,NA,NA,NA,NA,1,NA,NA,NA,NA
Florida State,North Carolina,7,2020,0,1,NA,NA,NA,NA,NA,NA,13.18,-3,NA,NA,NA,NA,0,0,NA,NA,NA
Virginia,North Carolina,9,2020,0,1,NA,NA,NA,NA,NA,NA,7.99,-3,NA,NA,NA,NA,0,0,NA,NA,NA
Duke,North Carolina,10,2020,0,0,NA,NA,NA,NA,NA,NA,1.79,32,NA,NA,NA,NA,1,NA,NA,NA,NA
Wake Forest,North Carolina,11,2022,1,0,NA,NA,NA,NA,NA,NA,-3.72,2,NA,NA,NA,NA,0,0,NA,NA,NA
Pittsburgh,North Carolina,4,2023,0,0,NA,NA,NA,NA,NA,NA,2.65,17,NA,NA,NA,NA,1,NA,NA,NA,NA
Duke,North Carolina,5,2024,1,1,NA,NA,NA,NA,NA,NA,-5.54,-1,NA,NA,NA,NA,1,NA,NA,NA,NA
Indiana,North Texas,6,2014,0,1,NA,NA,NA,NA,NA,NA,0.6,-25,NA,NA,NA,NA,0,0,NA,NA,NA
UAB,North Texas,7,2014,1,1,NA,NA,NA,NA,NA,NA,-5.78,-35,NA,NA,NA,NA,1,NA,NA,NA,NA
UTEP,North Texas,12,2014,1,1,NA,NA,NA,NA,NA,NA,-8.15,-18,NA,NA,NA,NA,1,NA,NA,NA,NA
Iowa,North Texas,4,2015,1,1,NA,NA,NA,NA,NA,NA,-23.35,-46,NA,NA,NA,NA,1,NA,NA,NA,NA
Arkansas,North Texas,3,2018,0,0,-196,165,-5.5,-110,5.5,-110,1.29,27,1,1,1,1.909091,1,2.65,0.9545455,0,6.79
Liberty,North Texas,4,2018,0,0,320,-400,11,-110,-11,-110,4.01,40,0,1,0,0,1,1.25,0.9545455,1.25,6.99
Old Dominion,North Texas,11,2018,0,1,475,-625,15.5,-110,-15.5,-110,14.95,-3,0,0,1,1.909091,0,0,0.9545455,0,0.55
SMU,North Texas,2,2019,1,1,-180,150,-4,-115,4,-105,-16.37,-22,0,0,1,1.952381,1,1.555556,0.9761905,1.555556,12.37
Louisiana Tech,North Texas,11,2019,1,1,-216,175,-5.5,-110,5.5,-110,-16.17,-35,0,0,1,1.909091,1,1.462963,0.9545455,1.462963,10.67
Middle Tennessee,North Texas,7,2020,1,0,NA,NA,NA,NA,NA,NA,-2.85,17,NA,NA,NA,NA,0,0,NA,NA,NA
Tulane,North Texas,8,2023,1,1,-1450,810,-20,-112,20,-115,-15.02,-7,1,1,1,1.892857,1,1.068966,0.9464286,1.068966,4.98
Tulsa,North Texas,12,2023,0,0,110,-130,2,-108,-2,-112,1.74,7,0,1,0,0,1,1.769231,0.962963,1.769231,0.26
Ball State,Northern Illinois,11,2014,0,0,NA,NA,NA,NA,NA,NA,2.91,14,NA,NA,NA,NA,1,NA,NA,NA,NA
Miami (OH),Northern Illinois,7,2015,0,0,NA,NA,NA,NA,NA,NA,10.43,33,NA,NA,NA,NA,1,NA,NA,NA,NA
Toledo,Northern Illinois,10,2015,1,0,NA,NA,NA,NA,NA,NA,-6.41,5,NA,NA,NA,NA,0,0,NA,NA,NA
South Florida,Northern Illinois,2,2016,1,1,NA,NA,NA,NA,NA,NA,-28.81,-31,NA,NA,NA,NA,1,NA,NA,NA,NA
Ball State,Northern Illinois,5,2016,1,0,NA,NA,NA,NA,NA,NA,-18.87,7,NA,NA,NA,NA,0,0,NA,NA,NA
Buffalo,Northern Illinois,7,2017,0,0,NA,NA,NA,NA,NA,NA,8.46,1,NA,NA,NA,NA,1,NA,NA,NA,NA
Florida State,Northern Illinois,4,2018,1,1,NA,NA,NA,NA,NA,NA,-1.1,-18,NA,NA,NA,NA,1,NA,NA,NA,NA
Eastern Michigan,Northern Illinois,5,2018,1,0,NA,NA,NA,NA,NA,NA,-7.68,3,NA,NA,NA,NA,0,0,NA,NA,NA
BYU,Northern Illinois,9,2018,1,0,NA,NA,NA,NA,NA,NA,-3.57,1,NA,NA,NA,NA,0,0,NA,NA,NA
Nebraska,Northern Illinois,3,2019,1,1,NA,NA,NA,NA,NA,NA,-8.13,-36,NA,NA,NA,NA,1,NA,NA,NA,NA
Vanderbilt,Northern Illinois,5,2019,1,1,NA,NA,NA,NA,NA,NA,-8.55,-6,NA,NA,NA,NA,1,NA,NA,NA,NA
Western Michigan,Northern Illinois,13,2020,1,1,NA,NA,NA,NA,NA,NA,-21.66,-3,NA,NA,NA,NA,1,NA,NA,NA,NA
Michigan,Northern Illinois,3,2021,1,1,NA,NA,NA,NA,NA,NA,-19.21,-53,NA,NA,NA,NA,1,NA,NA,NA,NA
Central Michigan,Northern Illinois,8,2021,1,0,NA,NA,NA,NA,NA,NA,-3.65,1,NA,NA,NA,NA,0,0,NA,NA,NA
Tulsa,Northern Illinois,2,2022,0,1,NA,NA,NA,NA,NA,NA,6.91,-3,NA,NA,NA,NA,0,0,NA,NA,NA
Kentucky,Northern Illinois,4,2022,1,1,NA,NA,NA,NA,NA,NA,-24.17,-8,NA,NA,NA,NA,1,NA,NA,NA,NA
Ball State,Northern Illinois,5,2022,0,1,NA,NA,NA,NA,NA,NA,1.22,-6,NA,NA,NA,NA,0,0,NA,NA,NA
Eastern Michigan,Northern Illinois,7,2022,1,0,NA,NA,NA,NA,NA,NA,-7.53,29,NA,NA,NA,NA,0,0,NA,NA,NA
Central Michigan,Northern Illinois,10,2023,0,1,NA,NA,NA,NA,NA,NA,3.25,-6,NA,NA,NA,NA,0,0,NA,NA,NA
Kent State,Northern Illinois,13,2023,0,0,NA,NA,NA,NA,NA,NA,12.35,10,NA,NA,NA,NA,1,NA,NA,NA,NA
Purdue,Northwestern,13,2014,0,0,NA,NA,NA,NA,NA,NA,2.92,24,NA,NA,NA,NA,1,NA,NA,NA,NA
Duke,Northwestern,3,2015,1,0,NA,NA,NA,NA,NA,NA,-13.97,9,NA,NA,NA,NA,0,0,NA,NA,NA
Illinois,Northwestern,13,2015,0,0,NA,NA,NA,NA,NA,NA,5.89,10,NA,NA,NA,NA,1,NA,NA,NA,NA
Purdue,Northwestern,11,2016,0,0,400,-550,13.5,-110,-13.5,-110,7.09,28,0,1,0,0,1,1.181818,0.9545455,1.181818,6.41
Wisconsin,Northwestern,5,2019,1,1,-3333,1400,-24,-115,23.5,-110,-23.23,-9,1,1,1,1.869565,1,1.030003,0.9347826,1.030003,0.77
Purdue,Northwestern,11,2020,1,0,138,-167,3.5,-110,-3.5,-110,-4.73,7,0,1,0,0,0,0,0.9545455,1.598802,8.23
Purdue,Northwestern,12,2022,1,1,-1040,640,-17.5,-108,17.5,-114,-17.09,-8,1,1,1,1.925926,1,1.096154,0.962963,1.096154,0.41
Nebraska,Northwestern,8,2023,1,1,-455,330,-11,-110,11,-115,-4.89,-8,1,1,1,1.909091,1,1.21978,0.9545455,1.21978,6.11
Syracuse,Notre Dame,5,2014,0,0,NA,NA,NA,NA,NA,NA,7.54,16,NA,NA,NA,NA,1,NA,NA,NA,NA
Florida State,Notre Dame,8,2014,1,1,NA,NA,NA,NA,NA,NA,-6.3,-4,NA,NA,NA,NA,1,NA,NA,NA,NA
Pittsburgh,Notre Dame,10,2015,0,0,NA,NA,NA,NA,NA,NA,0.66,12,NA,NA,NA,NA,1,NA,NA,NA,NA
Syracuse,Notre Dame,5,2016,0,0,370,-455,13.5,-105,-13,-110,5.03,17,0,1,0,0,1,1.21978,0.9761905,1.21978,8.47
Navy,Notre Dame,10,2016,1,1,-315,255,-7.5,-105,7.5,-115,-15,-1,0,1,0,0,1,1.31746,0.9761905,1.31746,7.5
Boston College,Notre Dame,3,2017,0,0,430,-580,14,-110,-14,-110,6.21,29,0,1,0,0,1,1.172414,0.9545455,1.172414,7.79
Virginia Tech,Notre Dame,6,2018,1,0,200,-235,6.5,-110,-6.5,-110,-2.09,22,0,1,0,0,0,0,0.9545455,1.425532,8.59
Navy,Notre Dame,9,2018,0,0,980,-1800,22.5,-110,-22.5,-110,12.56,22,0,0,1,1.909091,1,1.055556,0.9545455,1.055556,9.94
Northwestern,Notre Dame,10,2018,0,0,299,-375,10,-110,-10,-110,3.3,10,0,0,1,1.909091,1,1.266667,0.9545455,1.266667,6.7
Georgia,Notre Dame,4,2019,1,1,-740,520,-16,-110,16,-104,-14.15,-6,1,1,1,1.909091,1,1.135135,0.9545455,1.135135,1.85
North Carolina,Notre Dame,13,2020,1,0,NA,NA,NA,NA,NA,NA,-0.34,14,NA,NA,NA,NA,0,0,NA,NA,NA
Wisconsin,Notre Dame,4,2021,1,0,-242,194,-6.5,-111,6.5,-109,-2.4,28,1,1,1,1.900901,0,0,0.9504505,0,4.1
Virginia,Notre Dame,11,2021,0,0,245,-325,8,-112,-8,-112,2.7,25,0,1,0,0,1,1.307692,0.9464286,1.307692,5.3
Syracuse,Notre Dame,9,2022,1,0,-112,-109,-1,-112,1,-109,-9.56,17,0,1,0,0,0,0,0.9464286,0,8.56
Navy,Notre Dame,11,2022,1,0,602,-1035,17,-110,-17,-110,-0.68,3,0,0,1,1.909091,0,0,0.9545455,1.096618,17.68
Duke,Notre Dame,5,2023,1,0,170,-225,5,-115,-5,-115,-7.96,7,0,1,0,0,0,0,0.9347826,1.444444,12.96
Louisville,Notre Dame,6,2023,1,1,NA,NA,NA,NA,NA,NA,-4.85,-13,NA,NA,NA,NA,1,NA,NA,NA,NA
Stanford,Notre Dame,13,2023,0,0,1600,-4500,26,-115,-26,-115,18.02,33,0,1,0,0,1,1.022222,0.9347826,1.022222,7.98
Buffalo,Ohio,8,2015,0,1,NA,NA,NA,NA,NA,NA,7.5,-24,NA,NA,NA,NA,0,0,NA,NA,NA
Miami (OH),Ohio,5,2016,0,0,110,-130,2,-110,-2,-106,5.41,10,1,1,1,1.909091,1,1.769231,0.9545455,1.769231,3.41
Kent State,Ohio,8,2016,0,0,100,-120,1,-110,-1,-110,6.09,4,1,1,1,1.909091,1,1.833333,0.9545455,1.833333,5.09
Akron,Ohio,12,2017,0,1,505,-710,15,-110,-15,-110,13.13,-3,0,0,1,1.909091,0,0,0.9545455,0,1.87
Virginia,Ohio,3,2018,1,1,-200,170,-5,-110,5,-110,-4.06,-14,1,0,0,0,1,1.5,0.9545455,1.5,0.94
Kent State,Ohio,6,2018,0,0,345,-430,11.5,-110,-11.5,-110,8.44,1,0,0,1,1.909091,1,1.232558,0.9545455,1.232558,3.06
Northern Illinois,Ohio,7,2018,1,1,NA,NA,NA,NA,NA,NA,-1.37,-3,NA,NA,NA,NA,1,NA,NA,NA,NA
Western Michigan,Ohio,10,2018,0,0,144,-165,3.5,-115,-3.5,-105,2.99,45,0,1,0,0,1,1.606061,0.9347826,1.606061,0.51
Eastern Michigan,Ohio,11,2021,1,0,NA,NA,NA,NA,NA,NA,-10.05,8,NA,NA,NA,NA,0,0,NA,NA,NA
Bowling Green,Ohio,13,2021,0,1,NA,NA,NA,NA,NA,NA,1.84,-11,NA,NA,NA,NA,0,0,NA,NA,NA
Penn State,Ohio,2,2022,1,1,-5000,1300,-28,-110,28,-110,-6.94,-36,1,0,0,0,1,1.02,0.9545455,1.02,21.06
Kent State,Ohio,5,2022,0,1,-450,320,-13,-112,13,-109,0.63,-7,1,1,1,1.892857,0,0,0.9464286,1.222222,13.63
Miami (OH),Ohio,11,2022,0,0,108,-132,2.5,-107,-2.5,-112,4.52,16,1,1,1,1.934579,1,1.757576,0.9672897,1.757576,2.02
Ball State,Ohio,12,2022,0,0,140,-176,3.5,-109,-3.5,-111,8.78,14,1,1,1,1.917431,1,1.568182,0.9587156,1.568182,5.28
Florida Atlantic,Ohio,2,2023,0,0,-176,145,-3.5,-108,3.5,-112,1.2,7,1,1,1,1.925926,1,2.45,0.962963,0,4.7
Bowling Green,Ohio,4,2023,0,0,375,-500,13,-110,-13,-110,9.51,31,0,1,0,0,1,1.2,0.9545455,1.2,3.49
Northern Illinois,Ohio,7,2023,0,1,NA,NA,NA,NA,NA,NA,2.1,-10,NA,NA,NA,NA,0,0,NA,NA,NA
Akron,Ohio,13,2023,0,0,525,-785,16,-110,-16,-110,6.15,11,0,0,1,1.909091,1,1.127389,0.9545455,1.127389,9.85
Penn State,Ohio State,9,2014,0,0,NA,NA,NA,NA,NA,NA,6.63,7,NA,NA,NA,NA,1,NA,NA,NA,NA
Rutgers,Ohio State,8,2015,0,0,NA,NA,NA,NA,NA,NA,6.8,42,NA,NA,NA,NA,1,NA,NA,NA,NA
Oklahoma,Ohio State,3,2016,0,0,106,-126,1.5,-107,-1.5,-106,2.61,21,1,1,1,1.934579,1,1.793651,0.9672897,1.793651,1.11
Wisconsin,Ohio State,7,2016,0,0,325,-400,10.5,-108,-10.5,-105,9.09,7,0,0,1,1.952381,1,1.25,0.9761905,1.25,1.41
Purdue,Ohio State,8,2018,0,1,367,-475,12.5,-110,-12.5,-110,3.92,-29,0,0,1,1.909091,0,0,0.9545455,0,8.58
Maryland,Ohio State,12,2018,0,0,447,-600,14,-114,-14,-106,10.49,1,0,0,1,1.943396,1,1.166667,0.9716981,1.166667,3.51
Nebraska,Ohio State,5,2019,0,0,570,-825,17,-105,-17,-115,12.65,41,0,1,0,0,1,1.121212,0.9761905,1.121212,4.35
Northwestern,Ohio State,8,2019,0,0,1800,-10000,27,-110,-27,-110,16.59,49,0,1,0,0,1,1.01,0.9545455,1.01,10.41
Wisconsin,Ohio State,15,2019,0,0,574,-834,16.5,-110,-16.5,-110,2.44,13,0,0,1,1.909091,1,1.119904,0.9545455,1.119904,14.06
Michigan State,Ohio State,14,2020,0,0,950,-2000,22.5,-110,-22.5,-110,19.11,40,0,1,0,0,1,1.05,0.9545455,1.05,3.39
Indiana,Ohio State,8,2021,0,0,762,-1400,21.5,-114,-21.5,-107,14.83,47,0,1,0,0,1,1.071429,0.9385965,1.071429,6.67
Michigan,Ohio State,13,2021,1,1,205,-262,6.5,-104,-6.5,-116,-0.89,-15,0,0,1,1.862069,1,3.05,0.9310345,0,7.39
Northwestern,Ohio State,10,2022,0,0,8000,-1e+05,37.5,-109,-37.5,-112,21.13,14,0,0,1,1.892857,1,1.001,0.9464286,1.001,16.37
Michigan,Ohio State,13,2023,1,1,-156,130,-3,-112,3,-112,-3.42,-6,0,0,1,1.892857,1,1.641026,0.9464286,1.641026,0.42
Iowa State,Oklahoma,10,2014,0,0,NA,NA,NA,NA,NA,NA,12.68,45,NA,NA,NA,NA,1,NA,NA,NA,NA
Baylor,Oklahoma,11,2015,0,0,NA,NA,NA,NA,NA,NA,3.57,10,NA,NA,NA,NA,1,NA,NA,NA,NA
TCU,Oklahoma,5,2016,1,0,147,-165,3.5,-110,-3.5,-106,-7.92,6,0,1,0,0,0,0,0.9545455,1.606061,11.42
Texas Tech,Oklahoma,8,2016,0,0,525,-714,16,-110,-16,-110,3.09,7,0,0,1,1.909091,1,1.140056,0.9545455,1.140056,12.91
Iowa State,Oklahoma,10,2016,0,0,880,-1460,21,-110,-21,-110,15.17,10,0,0,1,1.909091,1,1.068493,0.9545455,1.068493,5.83
Ohio State,Oklahoma,2,2017,1,0,-290,235,-7,-115,7,-105,-1.59,15,1,1,1,1.869565,0,0,0.9347826,0,5.41
Baylor,Oklahoma,4,2017,0,0,NA,NA,NA,NA,NA,NA,18.59,8,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas,Oklahoma,7,2017,0,0,270,-340,9,-110,-9,-110,9.99,5,1,0,0,0,1,1.294118,0.9545455,1.294118,0.99
Oklahoma State,Oklahoma,10,2017,1,0,-125,105,-2,-110,2,-110,-11.02,10,0,1,0,0,0,0,0.9545455,0,9.02
Kansas,Oklahoma,12,2017,0,0,NA,NA,NA,NA,NA,NA,24.92,38,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas Tech,Oklahoma,10,2018,0,0,435,-560,14,-110,-14,-110,2.91,5,0,0,1,1.909091,1,1.178571,0.9545455,1.178571,11.09
UCLA,Oklahoma,3,2019,0,0,1125,-2050,23,-105,-5.5,-115,7.86,34,0,1,0,0,1,1.04878,0.9761905,1.04878,15.14
Oklahoma State,Oklahoma,14,2019,1,0,410,-550,14,-108,-14,-111,-2.31,18,0,1,0,0,0,0,0.962963,1.181818,16.31
TCU,Oklahoma,8,2020,0,0,190,-235,6.5,-110,-6.5,-110,4.06,19,0,1,0,0,1,1.425532,0.9545455,1.425532,2.44
Kansas State,Oklahoma,5,2021,0,0,355,-500,12.5,-111,-12.5,-113,5.82,6,0,0,1,1.884956,1,1.2,0.9424779,1.2,6.68
Texas,Oklahoma,6,2021,1,0,146,-186,4,-112,-4,-112,-9.14,7,0,1,0,0,0,0,0.9464286,1.537634,13.14
Baylor,Oklahoma,11,2021,1,1,NA,NA,NA,NA,NA,NA,-1.46,-13,NA,NA,NA,NA,1,NA,NA,NA,NA
TCU,Oklahoma,5,2022,1,1,164,-200,4.5,-110,-4.5,-110,-10.15,-31,0,0,1,1.909091,1,2.64,0.9545455,0,14.65
West Virginia,Oklahoma,11,2022,0,1,232,-305,8.5,-110,-8.5,-110,9.59,-3,1,0,0,0,0,0,0.9545455,0,1.09
Texas Tech,Oklahoma,13,2022,1,1,105,-125,1.5,-111,-1.5,-110,-3.42,-3,0,0,1,1.909091,1,2.05,0.9545455,0,4.92
Tulsa,Oklahoma,3,2023,0,0,1716,-6522,28,-109,-28,-112,12.65,49,0,1,0,0,1,1.015333,0.9587156,1.015333,15.35
Cincinnati,Oklahoma,4,2023,0,0,390,-520,13,-112,-13,-112,10.17,14,0,1,0,0,1,1.192308,0.9464286,1.192308,2.83
BYU,Oklahoma,12,2023,0,0,1200,-3000,25,-108,-25,-112,12.93,7,0,0,1,1.892857,1,1.033333,0.9464286,1.033333,12.07
Baylor,Oklahoma State,13,2014,1,1,NA,NA,NA,NA,NA,NA,-19.9,-21,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas,Oklahoma State,4,2015,0,0,NA,NA,NA,NA,NA,NA,19.09,3,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas Tech,Oklahoma State,9,2015,0,0,NA,NA,NA,NA,NA,NA,6.16,17,NA,NA,NA,NA,1,NA,NA,NA,NA
Baylor,Oklahoma State,4,2016,1,1,-255,220,-7,-105,7,-106,-10.65,-11,0,0,1,1.943396,1,1.392157,0.9716981,1.392157,3.65
South Alabama,Oklahoma State,2,2017,0,0,NA,NA,NA,NA,NA,NA,17.12,37,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas,Oklahoma State,8,2017,0,0,220,-270,7,-110,-7,-110,4.68,3,0,0,1,1.909091,1,1.37037,0.9545455,1.37037,2.32
Tulsa,Oklahoma State,3,2019,0,0,410,-560,14,-110,-14,-110,3.47,19,0,1,0,0,1,1.178571,0.9545455,1.178571,10.53
Kansas,Oklahoma State,5,2020,0,0,870,-1575,21.5,-110,-21.5,-110,14.98,40,0,1,0,0,1,1.063492,0.9545455,1.063492,6.52
TCU,Oklahoma State,14,2020,1,1,115,-139,2.5,-107,-2.5,-114,-2.51,-7,0,0,1,1.877193,1,2.15,0.9385965,0,5.01
Texas,Oklahoma State,7,2021,1,0,-169,135,-3.5,-110,3.5,-110,-6.19,8,0,1,0,0,0,0,0.9545455,0,2.69
Iowa State,Oklahoma State,8,2021,1,1,NA,NA,NA,NA,NA,NA,-5.48,-3,NA,NA,NA,NA,1,NA,NA,NA,NA
TCU,Oklahoma State,7,2022,1,1,-205,165,-5,-113,5,-108,-6.45,-3,0,1,0,0,1,1.487805,0.9424779,1.487805,1.45
Kansas State,Oklahoma State,9,2022,1,1,-139,115,-2.5,-110,2.5,-110,-3.08,-48,0,0,1,1.909091,1,1.719424,0.9545455,1.719424,0.58
Oklahoma,Oklahoma State,12,2022,1,1,-278,222,-7,-115,7,-105,-3.86,-15,1,0,0,0,1,1.359712,0.9761905,1.359712,3.14
Tulsa,Oklahoma State,3,2024,1,0,612,-924,17.5,-110,-17.5,-110,-0.6,35,0,1,0,0,0,0,0.9545455,1.108225,18.1
