"","team_one","team_two","week","season","over_odds_15","over_value_15","over_money_15","over_tickets_15","under_odds_15","under_value_15","under_money_15","under_tickets_15","home_ml_odds_15","home_ml_money_15","home_ml_tickets_15","away_ml_odds_15","away_ml_money_15","away_ml_tickets_15","home_spread_odds_15","home_spread_value_15","home_spread_money_15","home_spread_tickets_15","away_spread_odds_15","away_spread_value_15","away_spread_money_15","away_spread_tickets_15","over_odds_30","over_value_30","over_money_30","over_tickets_30","under_odds_30","under_value_30","under_money_30","under_tickets_30","home_ml_odds_30","home_ml_money_30","home_ml_tickets_30","away_ml_odds_30","away_ml_money_30","away_ml_tickets_30","home_spread_odds_30","home_spread_value_30","home_spread_money_30","home_spread_tickets_30","away_spread_odds_30","away_spread_value_30","away_spread_money_30","away_spread_tickets_30","over_odds_256","over_value_256","over_money_256","over_tickets_256","under_odds_256","under_value_256","under_money_256","under_tickets_256","home_ml_odds_256","home_ml_money_256","home_ml_tickets_256","away_ml_odds_256","away_ml_money_256","away_ml_tickets_256","home_spread_odds_256","home_spread_value_256","home_spread_money_256","home_spread_tickets_256","away_spread_odds_256","away_spread_value_256","away_spread_money_256","away_spread_tickets_256","over_odds_261","over_value_261","over_money_261","over_tickets_261","under_odds_261","under_value_261","under_money_261","under_tickets_261","home_ml_odds_261","home_ml_money_261","home_ml_tickets_261","away_ml_odds_261","away_ml_money_261","away_ml_tickets_261","home_spread_odds_261","home_spread_value_261","home_spread_money_261","home_spread_tickets_261","away_spread_odds_261","away_spread_value_261","away_spread_money_261","away_spread_tickets_261","over_odds_68","over_value_68","over_money_68","over_tickets_68","under_odds_68","under_value_68","under_money_68","under_tickets_68","home_ml_odds_68","home_ml_money_68","home_ml_tickets_68","away_ml_odds_68","away_ml_money_68","away_ml_tickets_68","home_spread_odds_68","home_spread_value_68","home_spread_money_68","home_spread_tickets_68","away_spread_odds_68","away_spread_value_68","away_spread_money_68","away_spread_tickets_68","over_odds_312","over_value_312","over_money_312","over_tickets_312","under_odds_312","under_value_312","under_money_312","under_tickets_312","home_ml_odds_312","home_ml_money_312","home_ml_tickets_312","away_ml_odds_312","away_ml_money_312","away_ml_tickets_312","home_spread_odds_312","home_spread_value_312","home_spread_money_312","home_spread_tickets_312","away_spread_odds_312","away_spread_value_312","away_spread_money_312","away_spread_tickets_312"
"7446","Washington State","Texas Tech",2,2024,-108,65.5,91,73,-112,65.5,9,27,117,4,72,-138,96,28,-109,2.5,66,53,-111,-2.5,34,47,-105,60.5,NA,NA,-115,60.5,NA,NA,-106,NA,NA,-113,NA,NA,-115,1.5,NA,NA,-105,-1.5,NA,NA,-105,65.5,0,0,-115,65.5,0,0,104,0,0,-125,0,0,-115,2.5,0,0,-105,-2.5,0,0,-110,65.5,0,0,-110,65.5,0,0,110,0,0,-130,0,0,-110,2.5,0,0,-110,-2.5,0,0,-108,65.5,0,0,-112,65.5,0,0,120,0,0,-142,0,0,-108,2.5,0,0,-112,-2.5,0,0,-110,65,0,0,-110,65,0,0,115,0,0,-135,0,0,-110,2.5,0,0,-110,-2.5,0,0
"7447","Sacramento State","Fresno State",2,2024,-110,57.5,25,45,-110,57.5,75,55,-1300,99,95,760,1,5,-110,-19.5,93,58,-110,19.5,7,42,-115,56.5,NA,NA,-105,56.5,NA,NA,-650,NA,NA,460,NA,NA,-115,-14.5,NA,NA,-105,14.5,NA,NA,-115,56.5,0,0,-105,56.5,0,0,-1300,0,0,760,0,0,-115,-19.5,0,0,-105,19.5,0,0,-110,57.5,0,0,-110,57.5,0,0,-1200,0,0,725,0,0,-110,-19.5,0,0,-110,19.5,0,0,-110,57.5,0,0,-110,57.5,0,0,-1350,0,0,800,0,0,-108,-20,0,0,-112,20,0,0,-110,57.5,0,0,-110,57.5,0,0,NA,NA,NA,NA,NA,NA,-120,-19.5,0,0,100,19.5,0,0
"7448","Northern Arizona","Arizona",2,2024,-110,64.5,58,76,-110,64.5,42,24,NA,NA,NA,NA,NA,NA,-115,-37.5,92,54,-105,37.5,8,46,-110,66.5,NA,NA,-110,66.5,NA,NA,NA,NA,NA,NA,NA,NA,-110,-46.5,NA,NA,-110,46.5,NA,NA,-118,63.5,0,0,-104,63.5,0,0,NA,NA,NA,5500,0,0,-115,-36.5,0,0,-105,36.5,0,0,-110,64.5,0,0,-110,64.5,0,0,NA,NA,NA,NA,NA,NA,-115,-37.5,0,0,-105,37.5,0,0,-108,65,0,0,-112,65,0,0,NA,NA,NA,NA,NA,NA,-112,-37.5,0,0,-108,37.5,0,0,-115,64,0,0,-105,64,0,0,NA,NA,NA,NA,NA,NA,-110,-37.5,0,0,-110,37.5,0,0
"7449","Boise State","Oregon",2,2024,100,61.5,97,89,-120,61.5,3,11,-950,100,98,625,0,2,-102,-17.5,75,59,-118,17.5,25,41,-110,61.5,NA,NA,-110,61.5,NA,NA,-1400,NA,NA,800,NA,NA,-110,-24.5,NA,NA,-110,24.5,NA,NA,-110,60.5,0,0,-110,60.5,0,0,-850,0,0,570,0,0,-112,-17.5,0,0,-108,17.5,0,0,-110,61.5,0,0,-110,61.5,0,0,-900,0,0,575,0,0,-110,-17.5,0,0,-110,17.5,0,0,100,61.5,0,0,-120,61.5,0,0,-950,0,0,625,0,0,-102,-17.5,0,0,-118,17.5,0,0,-110,62,0,0,-110,62,0,0,-1000,0,0,650,0,0,-110,-17.5,0,0,-110,17.5,0,0
"7450","New Mexico State","Liberty",2,2024,-110,54,8,33,-110,54,92,67,1100,20,5,-2100,80,95,-107,22,68,50,-112,-22,32,50,-110,55.5,NA,NA,-110,55.5,NA,NA,810,NA,NA,-1450,NA,NA,-110,20.5,NA,NA,-110,-20.5,NA,NA,-105,54.5,0,0,-115,54.5,0,0,1160,0,0,-2800,0,0,-115,22.5,0,0,-105,-22.5,0,0,-110,54.5,0,0,-110,54.5,0,0,1100,0,0,-2500,0,0,-115,22.5,0,0,-105,-22.5,0,0,-110,54,0,0,-110,54,0,0,1100,0,0,-2100,0,0,-105,22,0,0,-115,-22,0,0,-110,54,0,0,-110,54,0,0,1050,0,0,-2000,0,0,-110,22,0,0,-110,-22,0,0
"7451","San Diego State","Oregon State",2,2024,-112,53.5,64,48,-109,53.5,36,52,170,2,14,-210,98,86,-110,5.5,39,39,-112,-5.5,61,61,-110,55.5,NA,NA,-110,55.5,NA,NA,152,NA,NA,-184,NA,NA,-110,7,NA,NA,-110,-7,NA,NA,-120,53.5,0,0,-108,53.5,0,0,164,0,0,-215,0,0,-114,5.5,0,0,-114,-5.5,0,0,-115,53.5,0,0,-105,53.5,0,0,170,0,0,-210,0,0,-105,5.5,0,0,-115,-5.5,0,0,-108,53.5,0,0,-112,53.5,0,0,170,0,0,-205,0,0,-110,5.5,0,0,-110,-5.5,0,0,-110,53.5,0,0,-110,53.5,0,0,170,0,0,-205,0,0,-110,5.5,0,0,-110,-5.5,0,0
"7452","Mississippi State","Arizona State",2,2024,-112,58,19,90,-108,58,81,10,-245,56,90,200,44,10,-108,-6.5,73,71,-112,6.5,27,29,-110,55.5,NA,NA,-110,55.5,NA,NA,-115,NA,NA,-104,NA,NA,-108,-1.5,NA,NA,-112,1.5,NA,NA,-105,58.5,0,0,-115,58.5,0,0,-225,0,0,184,0,0,-110,-6.5,0,0,-110,6.5,0,0,-110,58.5,0,0,-110,58.5,0,0,-225,0,0,185,0,0,-110,-6,0,0,-110,6,0,0,-112,58,0,0,-108,58,0,0,-245,0,0,200,0,0,-108,-6.5,0,0,-112,6.5,0,0,-110,58,0,0,-110,58,0,0,-240,0,0,196,0,0,-110,-6.5,0,0,-110,6.5,0,0
"7453","Utah State","USC",2,2024,-110,64.5,95,88,-107,64.5,5,12,-10000,99,96,2500,1,4,-111,-31,81,67,-109,31,17,31,-110,61.5,NA,NA,-110,61.5,NA,NA,-5000,NA,NA,1600,NA,NA,-110,-25,NA,NA,-110,25,NA,NA,-115,63.5,0,0,-105,63.5,0,0,-10000,0,0,2400,0,0,-115,-30.5,0,0,-105,30.5,0,0,-115,64.5,0,0,-105,64.5,0,0,-10000,0,0,2500,0,0,-110,-31.5,0,0,-110,31.5,0,0,-110,64.5,0,0,-110,64.5,0,0,-9000,0,0,2500,0,0,-112,-31,0,0,-108,31,0,0,-110,63.5,0,0,-110,63.5,0,0,-15000,0,0,2200,0,0,-110,-31.5,0,0,-110,31.5,0,0
"7454","Northwestern State","South Alabama",3,2024,-112,59,58,39,-108,59,42,61,NA,NA,NA,NA,NA,NA,-110,-36.5,53,46,-110,36.5,47,54,-110,62.5,NA,NA,-110,62.5,NA,NA,NA,NA,NA,NA,NA,NA,-105,-38.5,NA,NA,-115,38.5,NA,NA,-110,60.5,0,0,-110,60.5,0,0,NA,NA,NA,NA,NA,NA,-110,-37.5,0,0,-110,37.5,0,0,-110,59.5,0,0,-110,59.5,0,0,NA,NA,NA,NA,NA,NA,-105,-37.5,0,0,-115,37.5,0,0,-112,59,0,0,-108,59,0,0,NA,NA,NA,NA,NA,NA,-110,-36.5,0,0,-110,36.5,0,0,-110,59,0,0,-110,59,0,0,NA,NA,NA,NA,NA,NA,-110,-37,0,0,-110,37,0,0
"7455","Texas State","Arizona State",3,2024,-111,58,55,47,-108,58,45,53,-148,67,52,124,33,48,-111,-3,31,32,-108,3,67,66,-115,60.5,NA,NA,-105,60.5,NA,NA,-118,NA,NA,-102,NA,NA,-110,-1.5,NA,NA,-110,1.5,NA,NA,-105,57.5,0,0,-115,57.5,0,0,-142,0,0,118,0,0,-115,-2.5,0,0,-105,2.5,0,0,-105,59.5,0,0,-115,59.5,0,0,-145,0,0,120,0,0,-105,-3,0,0,-115,3,0,0,-112,58,0,0,-108,58,0,0,-148,0,0,124,0,0,-108,-3,0,0,-112,3,0,0,-110,58,0,0,-110,58,0,0,-140,0,0,118,0,0,-115,-2.5,0,0,-105,2.5,0,0
"7456","Kansas","UNLV",3,2024,-111,57.5,55,64,-109,57.5,45,36,-345,74,95,270,26,5,-114,-9.5,48,52,-107,9.5,52,48,-108,60.5,NA,NA,-112,60.5,NA,NA,-245,NA,NA,198,NA,NA,-110,-11,NA,NA,-110,11,NA,NA,-114,57.5,0,0,-106,57.5,0,0,-350,0,0,275,0,0,-110,-9.5,0,0,-110,9.5,0,0,-110,57.5,0,0,-110,57.5,0,0,-350,0,0,270,0,0,-130,-7.5,0,0,100,7.5,0,0,-112,57.5,0,0,-108,57.5,0,0,-340,0,0,270,0,0,-110,-9.5,0,0,-110,9.5,0,0,-115,57.5,0,0,-105,57.5,0,0,-345,0,0,270,0,0,-110,-9,0,0,-110,9,0,0
"7457","Arizona","Kansas State",3,2024,-110,61,90,71,-110,61,10,29,-258,47,91,210,53,9,-105,-7,34,30,-115,7,64,68,-110,54.5,NA,NA,-110,54.5,NA,NA,-295,NA,NA,235,NA,NA,-110,-7.5,NA,NA,-110,7.5,NA,NA,-105,61.5,0,0,-115,61.5,0,0,-255,0,0,205,0,0,-118,-6.5,0,0,-104,6.5,0,0,-115,60.5,0,0,-105,60.5,0,0,-250,0,0,200,0,0,100,-7,0,0,-120,7,0,0,-110,61,0,0,-110,61,0,0,-258,0,0,210,0,0,-105,-7,0,0,-115,7,0,0,-110,61,0,0,-110,61,0,0,-240,0,0,196,0,0,-105,-7,0,0,-115,7,0,0
"7458","Miami (OH)","Cincinnati",3,2024,-112,47.5,87,78,-106,47.5,13,22,130,80,18,-155,20,82,-109,3,20,32,-111,-3,80,68,-110,45.5,NA,NA,-110,45.5,NA,NA,114,NA,NA,-135,NA,NA,-110,1.5,NA,NA,-110,-1.5,NA,NA,-115,47.5,0,0,-105,47.5,0,0,132,0,0,-160,0,0,-118,3.5,0,0,-104,-3.5,0,0,-110,47.5,0,0,-110,47.5,0,0,130,0,0,-155,0,0,-105,3,0,0,-115,-3,0,0,-112,47.5,0,0,-108,47.5,0,0,130,0,0,-155,0,0,-108,3,0,0,-112,-3,0,0,-110,46.5,0,0,-110,46.5,0,0,135,0,0,-160,0,0,-110,3,0,0,-110,-3,0,0
"7459","North Carolina State","Louisiana Tech",3,2024,-110,48,52,75,-110,48,48,25,-1375,98,94,824,2,6,-109,-20.5,35,38,-111,20.5,65,62,-110,54.5,NA,NA,-110,54.5,NA,NA,-3500,NA,NA,1280,NA,NA,-110,-24.5,NA,NA,-110,24.5,NA,NA,-115,47.5,0,0,-105,47.5,0,0,-2000,0,0,980,0,0,-110,-20.5,0,0,-110,20.5,0,0,-110,48.5,0,0,-110,48.5,0,0,-1600,0,0,900,0,0,-105,-20.5,0,0,-115,20.5,0,0,-110,48,0,0,-110,48,0,0,-1350,0,0,800,0,0,-108,-20.5,0,0,-112,20.5,0,0,-110,48.5,0,0,-110,48.5,0,0,-1600,0,0,900,0,0,-105,-20.5,0,0,-115,20.5,0,0
"7460","Alabama","Wisconsin",3,2024,-112,47,31,54,-109,47,69,46,480,1,6,-674,99,94,-110,14.5,16,25,-110,-14.5,84,75,-115,53.5,NA,NA,-105,53.5,NA,NA,275,NA,NA,-350,NA,NA,-110,8,NA,NA,-110,-8,NA,NA,-105,47.5,0,0,-115,47.5,0,0,490,0,0,-710,0,0,-115,14.5,0,0,-105,-14.5,0,0,-115,47.5,0,0,-105,47.5,0,0,525,0,0,-750,0,0,-110,15.5,0,0,-110,-15.5,0,0,-112,47,0,0,-108,47,0,0,470,0,0,-650,0,0,-110,14.5,0,0,-110,-14.5,0,0,-110,48.5,0,0,-110,48.5,0,0,550,0,0,-800,0,0,-110,16.5,0,0,-110,-16.5,0,0
"7461","Michigan","Arkansas State",3,2024,-115,47.5,71,82,-110,47.5,29,18,-1950,95,97,950,5,3,-112,-22,70,60,-112,22,30,40,-110,48.5,NA,NA,-110,48.5,NA,NA,-1400,NA,NA,800,NA,NA,-110,-18.5,NA,NA,-110,18.5,NA,NA,-106,47.5,0,0,-114,47.5,0,0,-2100,0,0,980,0,0,-110,-21.5,0,0,-110,21.5,0,0,-110,47.5,0,0,-110,47.5,0,0,-2000,0,0,1000,0,0,-110,-21.5,0,0,-110,21.5,0,0,-120,47.5,0,0,-110,47.5,0,0,-1950,0,0,950,0,0,-115,-22.5,0,0,-115,22.5,0,0,-110,47.5,0,0,-110,47.5,0,0,-1700,0,0,950,0,0,-110,-22,0,0,-110,22,0,0
"7462","Central Michigan","Illinois",3,2024,-110,50,49,66,-110,50,51,34,-1800,12,94,1000,88,6,-109,-21.5,64,51,-111,21.5,36,49,-110,53,NA,NA,-110,53,NA,NA,-950,NA,NA,625,NA,NA,-110,-17.5,NA,NA,-110,17.5,NA,NA,-110,50.5,0,0,-110,50.5,0,0,-2100,0,0,1000,0,0,-110,-21.5,0,0,-110,21.5,0,0,-110,50,0,0,-110,50,0,0,-2000,0,0,1000,0,0,-115,-21,0,0,-105,21,0,0,-110,50,0,0,-110,50,0,0,-1800,0,0,1000,0,0,-108,-21.5,0,0,-112,21.5,0,0,-110,50,0,0,-110,50,0,0,-1600,0,0,900,0,0,-110,-21,0,0,-110,21,0,0
"7463","Florida State","Memphis",3,2024,-110,54.5,75,55,-110,54.5,25,45,-265,58,91,215,42,9,-112,-6.5,49,44,-108,6.5,51,56,-110,52.5,NA,NA,-110,52.5,NA,NA,-126,NA,NA,105,NA,NA,-114,-1.5,NA,NA,-106,1.5,NA,NA,-110,54.5,0,0,-110,54.5,0,0,-260,0,0,210,0,0,-115,-6.5,0,0,-105,6.5,0,0,-110,54.5,0,0,-110,54.5,0,0,-275,0,0,220,0,0,-105,-7,0,0,-115,7,0,0,-112,55,0,0,-108,55,0,0,-265,0,0,215,0,0,-112,-6.5,0,0,-108,6.5,0,0,-110,54,0,0,-110,54,0,0,-267,0,0,215,0,0,-110,-6.5,0,0,-110,6.5,0,0
"7464","Tulsa","Oklahoma State",3,2024,-109,64,76,28,-111,64,24,72,612,1,11,-924,99,89,-110,17.5,53,48,-110,-17.5,47,52,-110,62.5,NA,NA,-110,62.5,NA,NA,750,NA,NA,-1200,NA,NA,-110,21.5,NA,NA,-110,-21.5,NA,NA,-110,63.5,0,0,-110,63.5,0,0,740,0,0,-1250,0,0,-112,17.5,0,0,-108,-17.5,0,0,-105,63.5,0,0,-115,63.5,0,0,625,0,0,-1000,0,0,-105,17,0,0,-115,-17,0,0,-108,64,0,0,-112,64,0,0,600,0,0,-900,0,0,-110,17.5,0,0,-110,-17.5,0,0,-110,63,0,0,-110,63,0,0,650,0,0,-1000,0,0,-110,18,0,0,-110,-18,0,0
"7465","LSU","South Carolina",3,2024,-112,48.5,63,72,-110,48.5,37,28,200,2,13,-247,98,87,-110,6.5,46,44,-110,-6.5,54,56,-110,54.5,NA,NA,-110,54.5,NA,NA,225,NA,NA,-280,NA,NA,-110,9,NA,NA,-110,-9,NA,NA,-110,48.5,0,0,-110,48.5,0,0,190,0,0,-235,0,0,-110,6.5,0,0,-110,-6.5,0,0,-110,49,0,0,-110,49,0,0,200,0,0,-250,0,0,-110,6.5,0,0,-110,-6.5,0,0,-112,48.5,0,0,-108,48.5,0,0,200,0,0,-245,0,0,-112,6.5,0,0,-108,-6.5,0,0,-110,48,0,0,-110,48,0,0,196,0,0,-240,0,0,-105,6,0,0,-115,-6,0,0
"7466","North Texas","Texas Tech",3,2024,-110,70.5,45,37,-110,70.5,55,63,-425,4,93,330,96,7,-115,-11,35,34,-105,11,65,66,-110,69,NA,NA,-110,69,NA,NA,-520,NA,NA,385,NA,NA,-110,-13.5,NA,NA,-110,13.5,NA,NA,-105,70.5,0,0,-115,70.5,0,0,-430,0,0,330,0,0,-120,-10.5,0,0,-102,10.5,0,0,-110,71,0,0,-110,71,0,0,-400,0,0,310,0,0,-110,-11,0,0,-110,11,0,0,-110,70.5,0,0,-110,70.5,0,0,-425,0,0,330,0,0,-115,-11,0,0,-105,11,0,0,-110,69,0,0,-110,69,0,0,-365,0,0,285,0,0,-115,-10.5,0,0,-105,10.5,0,0
"7467","Boston College","Missouri",3,2024,-110,52,42,52,-110,52,58,48,-625,53,91,455,47,9,-108,-14.5,46,51,-112,14.5,54,49,-110,54.5,NA,NA,-110,54.5,NA,NA,-880,NA,NA,580,NA,NA,-105,-17.5,NA,NA,-115,17.5,NA,NA,-110,52.5,0,0,-110,52.5,0,0,-610,0,0,440,0,0,-105,-14.5,0,0,-115,14.5,0,0,-110,52,0,0,-110,52,0,0,-650,0,0,450,0,0,-105,-14.5,0,0,-115,14.5,0,0,-110,52,0,0,-110,52,0,0,-625,0,0,455,0,0,-108,-14.5,0,0,-112,14.5,0,0,-110,53.5,0,0,-110,53.5,0,0,-600,0,0,430,0,0,-105,-14.5,0,0,-115,14.5,0,0
"7468","UMass","Buffalo",3,2024,-110,46,85,82,-110,46,15,18,-155,99,96,130,1,4,-112,-3,74,61,-107,3,26,39,-110,45,NA,NA,-110,45,NA,NA,-245,NA,NA,200,NA,NA,-110,-6.5,NA,NA,-110,6.5,NA,NA,-110,46.5,0,0,-110,46.5,0,0,-154,0,0,128,0,0,-100,-3.5,0,0,-122,3.5,0,0,-110,46.5,0,0,-110,46.5,0,0,-165,0,0,140,0,0,-110,-3,0,0,-110,3,0,0,-110,46,0,0,-110,46,0,0,-155,0,0,130,0,0,-115,-3,0,0,-105,3,0,0,-110,46,0,0,-110,46,0,0,-178,0,0,150,0,0,-110,-4,0,0,-110,4,0,0
"7469","Temple","Coastal Carolina",3,2024,-110,52,95,60,-110,52,5,40,550,2,6,-800,98,94,-110,17,10,49,-110,-17,90,51,-110,52.5,NA,NA,-110,52.5,NA,NA,525,NA,NA,-750,NA,NA,-110,14.5,NA,NA,-110,-14.5,NA,NA,-110,51.5,0,0,-110,51.5,0,0,530,0,0,-780,0,0,-122,17.5,0,0,-100,-17.5,0,0,-110,52,0,0,-110,52,0,0,625,0,0,-900,0,0,-110,17.5,0,0,-110,-17.5,0,0,-110,52,0,0,-110,52,0,0,550,0,0,-800,0,0,-110,17,0,0,-110,-17,0,0,-110,52.5,0,0,-110,52.5,0,0,550,0,0,-800,0,0,-110,17,0,0,-110,-17,0,0
"7470","VMI","Georgia Tech",3,2024,-112,54,32,38,-108,54,68,62,NA,NA,NA,NA,NA,NA,-110,-44.5,74,58,-110,44.5,26,42,-110,56.5,NA,NA,-110,56.5,NA,NA,NA,NA,NA,NA,NA,NA,-115,-42.5,NA,NA,-105,42.5,NA,NA,-110,54.5,0,0,-110,54.5,0,0,NA,NA,NA,NA,NA,NA,-110,-42.5,0,0,-110,42.5,0,0,-110,53.5,0,0,-110,53.5,0,0,NA,NA,NA,NA,NA,NA,-110,-44.5,0,0,-110,44.5,0,0,-112,54,0,0,-108,54,0,0,NA,NA,NA,NA,NA,NA,-110,-44.5,0,0,-110,44.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7471","Ohio","Morgan State",3,2024,-110,46,52,67,-110,46,48,33,-8000,87,97,2200,13,3,-110,-25.5,68,43,-110,25.5,32,57,-110,48.5,NA,NA,-110,48.5,NA,NA,-8000,NA,NA,2200,NA,NA,-110,-29.5,NA,NA,-110,29.5,NA,NA,-110,46.5,0,0,-110,46.5,0,0,-4000,0,0,1400,0,0,-105,-25.5,0,0,-115,25.5,0,0,-110,46,0,0,-110,46,0,0,NA,NA,NA,NA,NA,NA,-110,-25.5,0,0,-110,25.5,0,0,-110,45.5,0,0,-110,45.5,0,0,-8000,0,0,2200,0,0,-112,-24.5,0,0,-108,24.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7472","Texas A&M","Florida",3,2024,-112,45.5,67,59,-110,45.5,33,41,126,33,21,-152,67,79,-110,3,41,46,-110,-3,59,54,-105,49.5,NA,NA,-115,49.5,NA,NA,145,NA,NA,-175,NA,NA,-110,4,NA,NA,-110,-4,NA,NA,-114,45.5,0,0,-106,45.5,0,0,128,0,0,-154,0,0,-122,3.5,0,0,-100,-3.5,0,0,-110,45.5,0,0,-110,45.5,0,0,125,0,0,-150,0,0,-110,3,0,0,-110,-3,0,0,-108,46,0,0,-112,46,0,0,130,0,0,-155,0,0,-105,3,0,0,-115,-3,0,0,-110,45.5,0,0,-110,45.5,0,0,148,0,0,-175,0,0,-110,3.5,0,0,-110,-3.5,0,0
"7473","Michigan State","Prairie View A&M",3,2024,-110,53.5,51,57,-110,53.5,49,43,NA,NA,NA,NA,NA,NA,-110,-42.5,51,47,-110,42.5,49,53,-110,50.5,NA,NA,-110,50.5,NA,NA,NA,NA,NA,NA,NA,NA,-110,-40.5,NA,NA,-110,40.5,NA,NA,-110,52.5,0,0,-110,52.5,0,0,NA,NA,NA,NA,NA,NA,-110,-42.5,0,0,-110,42.5,0,0,-110,53.5,0,0,-110,53.5,0,0,NA,NA,NA,NA,NA,NA,-110,-42.5,0,0,-110,42.5,0,0,-110,53.5,0,0,-110,53.5,0,0,NA,NA,NA,NA,NA,NA,-110,-42.5,0,0,-110,42.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7474","West Virginia","Pittsburgh",3,2024,-111,62,63,24,-109,62,37,76,105,18,35,-125,82,65,-112,2,31,51,-108,-2,69,49,-110,54.5,NA,NA,-110,54.5,NA,NA,162,NA,NA,-196,NA,NA,-110,4.5,NA,NA,-110,-4.5,NA,NA,-110,62.5,0,0,-110,62.5,0,0,106,0,0,-128,0,0,-115,2.5,0,0,-105,-2.5,0,0,-110,62,0,0,-110,62,0,0,105,0,0,-125,0,0,-105,1.5,0,0,-115,-1.5,0,0,-112,61.5,0,0,-108,61.5,0,0,105,0,0,-125,0,0,-112,2,0,0,-108,-2,0,0,-110,62,0,0,-110,62,0,0,105,0,0,-125,0,0,-110,1.5,0,0,-110,-1.5,0,0
"7475","Oregon","Oregon State",3,2024,-108,50,89,76,-112,50,11,24,745,74,6,-1200,26,94,-110,19,51,59,-110,-19,49,41,-105,53.5,NA,NA,-115,53.5,NA,NA,800,NA,NA,-1400,NA,NA,-110,20.5,NA,NA,-110,-20.5,NA,NA,-105,50.5,0,0,-115,50.5,0,0,740,0,0,-1250,0,0,-110,18.5,0,0,-110,-18.5,0,0,-110,49.5,0,0,-110,49.5,0,0,725,0,0,-1200,0,0,-110,18.5,0,0,-110,-18.5,0,0,-108,50,0,0,-112,50,0,0,750,0,0,-1200,0,0,-110,19,0,0,-110,-19,0,0,-110,49.5,0,0,-110,49.5,0,0,550,0,0,-800,0,0,-110,17,0,0,-110,-17,0,0
"7476","Nevada","Minnesota",3,2024,-109,44.5,26,74,-111,44.5,74,26,-847,99,96,569,1,4,-109,-17,55,33,-111,17,45,67,-110,43.5,NA,NA,-110,43.5,NA,NA,-600,NA,NA,440,NA,NA,-110,-16.5,NA,NA,-110,16.5,NA,NA,-110,44.5,0,0,-110,44.5,0,0,-900,0,0,590,0,0,-110,-16.5,0,0,-110,16.5,0,0,-110,44,0,0,-110,44,0,0,-1000,0,0,625,0,0,-105,-17,0,0,-115,17,0,0,-108,44.5,0,0,-112,44.5,0,0,-800,0,0,550,0,0,-108,-17,0,0,-112,17,0,0,-110,44.5,0,0,-110,44.5,0,0,-900,0,0,600,0,0,-110,-17,0,0,-110,17,0,0
"7477","Washington State","Washington",3,2024,-110,54,56,51,-110,54,44,49,-225,98,89,185,2,11,-108,-6,60,61,-112,6,40,39,-105,54.5,NA,NA,-115,54.5,NA,NA,-350,NA,NA,260,NA,NA,-110,-9.5,NA,NA,-110,9.5,NA,NA,-115,53.5,0,0,-105,53.5,0,0,-215,0,0,176,0,0,-104,-6.5,0,0,-118,6.5,0,0,-110,54.5,0,0,-110,54.5,0,0,-225,0,0,185,0,0,-110,-6,0,0,-110,6,0,0,-110,54,0,0,-110,54,0,0,-225,0,0,185,0,0,-108,-6,0,0,-112,6,0,0,-105,54,0,0,-115,54,0,0,-220,0,0,180,0,0,-110,-5.5,0,0,-110,5.5,0,0
"7478","Notre Dame","Purdue",3,2024,-112,47,13,66,-109,47,87,34,225,58,10,-275,42,90,-110,7.5,40,48,-110,-7.5,60,52,-110,45.5,NA,NA,-110,45.5,NA,NA,360,NA,NA,-480,NA,NA,-110,16,NA,NA,-110,-16,NA,NA,-110,47.5,0,0,-110,47.5,0,0,220,0,0,-275,0,0,-120,7.5,0,0,-102,-7.5,0,0,-110,47,0,0,-110,47,0,0,225,0,0,-275,0,0,-110,7.5,0,0,-110,-7.5,0,0,-112,47,0,0,-108,47,0,0,225,0,0,-278,0,0,-105,7,0,0,-115,-7,0,0,-110,47.5,0,0,-110,47.5,0,0,228,0,0,-285,0,0,-110,7.5,0,0,-110,-7.5,0,0
"7479","Tulane","Oklahoma",3,2024,-109,49.5,57,63,-111,49.5,43,37,-532,99,97,395,1,3,-112,-12.5,43,49,-108,12.5,57,51,-110,54.5,NA,NA,-110,54.5,NA,NA,-1250,NA,NA,760,NA,NA,-110,-19.5,NA,NA,-110,19.5,NA,NA,-112,49.5,0,0,-108,49.5,0,0,-530,0,0,390,0,0,-112,-12.5,0,0,-108,12.5,0,0,-110,49.5,0,0,-110,49.5,0,0,-550,0,0,400,0,0,-110,-13,0,0,-110,13,0,0,-108,49.5,0,0,-112,49.5,0,0,-535,0,0,400,0,0,-112,-12.5,0,0,-108,12.5,0,0,-110,46.5,0,0,-110,46.5,0,0,-550,0,0,400,0,0,-110,-13,0,0,-110,13,0,0
