"","team_one","team_two","week","season","over_odds_15","over_value_15","over_money_15","over_tickets_15","under_odds_15","under_value_15","under_money_15","under_tickets_15","home_ml_odds_15","home_ml_money_15","home_ml_tickets_15","away_ml_odds_15","away_ml_money_15","away_ml_tickets_15","home_spread_odds_15","home_spread_value_15","home_spread_money_15","home_spread_tickets_15","away_spread_odds_15","away_spread_value_15","away_spread_money_15","away_spread_tickets_15","over_odds_30","over_value_30","over_money_30","over_tickets_30","under_odds_30","under_value_30","under_money_30","under_tickets_30","home_ml_odds_30","home_ml_money_30","home_ml_tickets_30","away_ml_odds_30","away_ml_money_30","away_ml_tickets_30","home_spread_odds_30","home_spread_value_30","home_spread_money_30","home_spread_tickets_30","away_spread_odds_30","away_spread_value_30","away_spread_money_30","away_spread_tickets_30","over_odds_256","over_value_256","over_money_256","over_tickets_256","under_odds_256","under_value_256","under_money_256","under_tickets_256","home_ml_odds_256","home_ml_money_256","home_ml_tickets_256","away_ml_odds_256","away_ml_money_256","away_ml_tickets_256","home_spread_odds_256","home_spread_value_256","home_spread_money_256","home_spread_tickets_256","away_spread_odds_256","away_spread_value_256","away_spread_money_256","away_spread_tickets_256","over_odds_261","over_value_261","over_money_261","over_tickets_261","under_odds_261","under_value_261","under_money_261","under_tickets_261","home_ml_odds_261","home_ml_money_261","home_ml_tickets_261","away_ml_odds_261","away_ml_money_261","away_ml_tickets_261","home_spread_odds_261","home_spread_value_261","home_spread_money_261","home_spread_tickets_261","away_spread_odds_261","away_spread_value_261","away_spread_money_261","away_spread_tickets_261","over_odds_68","over_value_68","over_money_68","over_tickets_68","under_odds_68","under_value_68","under_money_68","under_tickets_68","home_ml_odds_68","home_ml_money_68","home_ml_tickets_68","away_ml_odds_68","away_ml_money_68","away_ml_tickets_68","home_spread_odds_68","home_spread_value_68","home_spread_money_68","home_spread_tickets_68","away_spread_odds_68","away_spread_value_68","away_spread_money_68","away_spread_tickets_68","over_odds_312","over_value_312","over_money_312","over_tickets_312","under_odds_312","under_value_312","under_money_312","under_tickets_312","home_ml_odds_312","home_ml_money_312","home_ml_tickets_312","away_ml_odds_312","away_ml_money_312","away_ml_tickets_312","home_spread_odds_312","home_spread_value_312","home_spread_money_312","home_spread_tickets_312","away_spread_odds_312","away_spread_value_312","away_spread_money_312","away_spread_tickets_312"
"7413","Florida A&M","Miami (FL)",2,2024,-115,57.5,73,6,-105,57.5,27,94,NA,NA,NA,NA,NA,NA,-110,-48,77,58,-110,48,23,42,-110,59.5,NA,NA,-110,59.5,NA,NA,NA,NA,NA,NA,NA,NA,-110,-45.5,NA,NA,-110,45.5,NA,NA,-110,57.5,0,0,-110,57.5,0,0,NA,NA,NA,NA,NA,NA,-110,-47.5,0,0,-110,47.5,0,0,-110,57.5,0,0,-110,57.5,0,0,NA,NA,NA,NA,NA,NA,-110,-48.5,0,0,-110,48.5,0,0,-115,57.5,0,0,-105,57.5,0,0,NA,NA,NA,NA,NA,NA,-110,-48,0,0,-110,48,0,0,-115,56.5,0,0,-105,56.5,0,0,NA,NA,NA,NA,NA,NA,-110,-48,0,0,-110,48,0,0
"7414","West Virginia","University at Albany",2,2024,-110,53.5,94,6,-110,53.5,6,94,-1e+05,21,96,5000,79,4,-110,-38.5,95,48,-110,38.5,5,52,-110,52.5,NA,NA,-110,52.5,NA,NA,-10000,NA,NA,2800,NA,NA,-110,-30.5,NA,NA,-110,30.5,NA,NA,-110,53.5,0,0,-110,53.5,0,0,-30000,0,0,6500,0,0,-110,-38.5,0,0,-110,38.5,0,0,-110,53.5,0,0,-110,53.5,0,0,NA,NA,NA,NA,NA,NA,-110,-38.5,0,0,-110,38.5,0,0,-112,53.5,0,0,-108,53.5,0,0,-1e+05,0,0,5000,0,0,-108,-38,0,0,-112,38,0,0,-110,53.5,0,0,-110,53.5,0,0,NA,NA,NA,NA,NA,NA,-110,-38,0,0,-110,38,0,0
"7415","James Madison","Gardner-Webb",2,2024,-110,51.5,26,81,-110,51.5,74,19,-30000,0,98,5500,100,2,-110,-36.5,56,41,-110,36.5,44,59,-110,53.5,NA,NA,-110,53.5,NA,NA,-10000,NA,NA,2400,NA,NA,-110,-29.5,NA,NA,-110,29.5,NA,NA,-110,50.5,0,0,-110,50.5,0,0,-30000,0,0,5500,0,0,-110,-36.5,0,0,-110,36.5,0,0,-110,51.5,0,0,-110,51.5,0,0,NA,NA,NA,NA,NA,NA,-110,-36.5,0,0,-110,36.5,0,0,-108,52,0,0,-112,52,0,0,NA,NA,NA,NA,NA,NA,-110,-37,0,0,-110,37,0,0,-105,51.5,0,0,-115,51.5,0,0,NA,NA,NA,NA,NA,NA,-110,-36.5,0,0,-110,36.5,0,0
"7416","East Carolina","Old Dominion",2,2024,-108,54.5,65,62,-111,54.5,35,38,-122,34,62,102,66,38,-110,-1.5,11,20,-110,1.5,89,80,-110,48.5,NA,NA,-110,48.5,NA,NA,-126,NA,NA,104,NA,NA,-110,-3,NA,NA,-110,3,NA,NA,-114,53.5,0,0,-106,53.5,0,0,-120,0,0,-100,0,0,-110,-1.5,0,0,-110,1.5,0,0,-110,54,0,0,-110,54,0,0,-120,0,0,100,0,0,-110,-1.5,0,0,-110,1.5,0,0,-108,54.5,0,0,-112,54.5,0,0,-122,0,0,102,0,0,-110,-1.5,0,0,-110,1.5,0,0,-110,54.5,0,0,-110,54.5,0,0,-125,0,0,105,0,0,-115,-1.5,0,0,-105,1.5,0,0
"7417","Central Michigan","Florida International",2,2024,-110,52,94,75,-111,52,6,25,140,10,12,-168,90,88,-112,3.5,37,46,-107,-3.5,63,54,-110,51.5,NA,NA,-110,51.5,NA,NA,152,NA,NA,-184,NA,NA,-110,5.5,NA,NA,-110,-5.5,NA,NA,-112,51.5,0,0,-108,51.5,0,0,140,0,0,-170,0,0,-105,3.5,0,0,-115,-3.5,0,0,-110,51.5,0,0,-110,51.5,0,0,145,0,0,-175,0,0,-110,3.5,0,0,-110,-3.5,0,0,-108,52,0,0,-112,52,0,0,140,0,0,-166,0,0,-115,3.5,0,0,-105,-3.5,0,0,-110,51.5,0,0,-110,51.5,0,0,143,0,0,-170,0,0,-110,3.5,0,0,-110,-3.5,0,0
"7418","UCF","Sam Houston",2,2024,-109,54,37,4,-112,54,63,96,-1600,96,96,900,4,4,-109,-21.5,57,53,-111,21.5,43,47,-110,57.5,NA,NA,-110,57.5,NA,NA,-2800,NA,NA,1160,NA,NA,-110,-25,NA,NA,-110,25,NA,NA,-110,54.5,0,0,-110,54.5,0,0,-2300,0,0,1060,0,0,-110,-21.5,0,0,-110,21.5,0,0,-110,54.5,0,0,-110,54.5,0,0,-2000,0,0,1000,0,0,-110,-21.5,0,0,-110,21.5,0,0,-108,54,0,0,-112,54,0,0,-1600,0,0,900,0,0,-108,-21.5,0,0,-112,21.5,0,0,-110,54,0,0,-110,54,0,0,-1600,0,0,900,0,0,-110,-21.5,0,0,-110,21.5,0,0
"7419","Kennesaw State","Louisiana",2,2024,-111,46.5,88,82,-109,46.5,12,18,465,2,5,-637,98,95,-111,14.5,97,51,-109,-14.5,3,49,-110,46.5,NA,NA,-110,46.5,NA,NA,570,NA,NA,-850,NA,NA,-110,18,NA,NA,-110,-18,NA,NA,-105,46.5,0,0,-115,46.5,0,0,500,0,0,-720,0,0,-105,14.5,0,0,-115,-14.5,0,0,-115,46.5,0,0,-105,46.5,0,0,450,0,0,-650,0,0,-115,14.5,0,0,-105,-14.5,0,0,-112,46.5,0,0,-108,46.5,0,0,455,0,0,-625,0,0,-112,14.5,0,0,-108,-14.5,0,0,-110,46.5,0,0,-110,46.5,0,0,460,0,0,-650,0,0,-110,14.5,0,0,-110,-14.5,0,0
"7420","Rice","Texas Southern",2,2024,-108,52,48,48,-112,52,52,52,-8000,34,94,2000,66,6,-115,-28.5,30,32,-115,28.5,70,68,-110,54.5,NA,NA,-110,54.5,NA,NA,-10000,NA,NA,2400,NA,NA,-110,-29.5,NA,NA,-110,29.5,NA,NA,-110,52.5,0,0,-110,52.5,0,0,-8000,0,0,2200,0,0,-105,-28.5,0,0,-115,28.5,0,0,-110,52.5,0,0,-110,52.5,0,0,NA,NA,NA,NA,NA,NA,-110,-29.5,0,0,-110,29.5,0,0,-120,51.5,0,0,-110,51.5,0,0,-8500,0,0,2000,0,0,-115,-28.5,0,0,-115,28.5,0,0,-110,52,0,0,-110,52,0,0,NA,NA,NA,NA,NA,NA,-110,-28,0,0,-110,28,0,0
"7421","Alabama","South Florida",2,2024,-110,65,87,39,-117,65,13,61,-8500,92,96,2095,8,4,-113,-30.5,64,61,-112,30.5,36,39,-110,62.5,NA,NA,-110,62.5,NA,NA,-4000,NA,NA,1400,NA,NA,-110,-26.5,NA,NA,-110,26.5,NA,NA,-105,64.5,0,0,-115,64.5,0,0,-8000,0,0,2200,0,0,-112,-30.5,0,0,-108,30.5,0,0,-105,64.5,0,0,-115,64.5,0,0,-10000,0,0,2500,0,0,-115,-30.5,0,0,-105,30.5,0,0,-110,65.5,0,0,-120,65.5,0,0,-8500,0,0,2000,0,0,-115,-30.5,0,0,-115,30.5,0,0,-110,64.5,0,0,-110,64.5,0,0,-15000,0,0,2200,0,0,-110,-30.5,0,0,-110,30.5,0,0
"7422","Samford","Florida",2,2024,-110,55.5,79,60,-110,55.5,21,40,NA,NA,NA,NA,NA,NA,-110,-38.5,87,45,-110,38.5,13,55,-110,52.5,NA,NA,-110,52.5,NA,NA,NA,NA,NA,NA,NA,NA,-115,-36.5,NA,NA,-105,36.5,NA,NA,-112,55.5,0,0,-108,55.5,0,0,NA,NA,NA,NA,NA,NA,-110,-38.5,0,0,-110,38.5,0,0,-105,55.5,0,0,-115,55.5,0,0,NA,NA,NA,NA,NA,NA,-110,-38.5,0,0,-110,38.5,0,0,-110,55.5,0,0,-110,55.5,0,0,NA,NA,NA,NA,NA,NA,-115,-38,0,0,-105,38,0,0,-110,55,0,0,-110,55,0,0,NA,NA,NA,NA,NA,NA,-110,-38.5,0,0,-110,38.5,0,0
"7423","Northern Colorado","Colorado State",2,2024,-110,52.5,81,62,-110,52.5,19,38,-10000,28,92,3000,72,8,-110,-30.5,78,43,-110,30.5,22,57,-105,52.5,NA,NA,-115,52.5,NA,NA,-8000,NA,NA,2200,NA,NA,-105,-28.5,NA,NA,-115,28.5,NA,NA,-110,52.5,0,0,-110,52.5,0,0,-10000,0,0,3000,0,0,-110,-30.5,0,0,-110,30.5,0,0,-110,52.5,0,0,-110,52.5,0,0,NA,NA,NA,NA,NA,NA,-110,-30.5,0,0,-110,30.5,0,0,-108,52.5,0,0,-112,52.5,0,0,-10000,0,0,3000,0,0,-108,-31,0,0,-112,31,0,0,-110,52,0,0,-110,52,0,0,NA,NA,NA,NA,NA,NA,-120,-30.5,0,0,100,30.5,0,0
"7424","Nevada","Georgia Southern",2,2024,-109,56,79,50,-111,56,21,50,-105,3,60,-115,97,40,-112,-0.5,35,46,-112,0.5,65,54,-110,55,NA,NA,-110,55,NA,NA,136,NA,NA,-164,NA,NA,-110,5,NA,NA,-110,-5,NA,NA,-112,55.5,0,0,-108,55.5,0,0,-110,0,0,-110,0,0,-104,-1.5,0,0,-118,1.5,0,0,-105,56.5,0,0,-115,56.5,0,0,-110,0,0,-110,0,0,-115,1.5,0,0,-105,-1.5,0,0,-120,56.5,0,0,-110,56.5,0,0,-125,0,0,-105,0,0,-115,-1.5,0,0,-115,1.5,0,0,-110,56.5,0,0,-110,56.5,0,0,105,0,0,-125,0,0,-110,1.5,0,0,-110,-1.5,0,0
"7425","Western Kentucky","Eastern Kentucky",2,2024,-112,61,34,25,-108,61,66,75,-1350,94,95,800,6,5,-108,-20,70,49,-112,20,30,51,-110,59.5,NA,NA,-110,59.5,NA,NA,-1100,NA,NA,680,NA,NA,-115,-18.5,NA,NA,-105,18.5,NA,NA,-110,60.5,0,0,-110,60.5,0,0,-1200,0,0,720,0,0,-110,-19.5,0,0,-110,19.5,0,0,-110,61.5,0,0,-110,61.5,0,0,-1400,0,0,800,0,0,-110,-20.5,0,0,-110,20.5,0,0,-112,61,0,0,-108,61,0,0,-1350,0,0,800,0,0,-108,-20,0,0,-112,20,0,0,-110,60.5,0,0,-110,60.5,0,0,-1600,0,0,900,0,0,-110,-20,0,0,-110,20,0,0
"7426","Coastal Carolina","William & Mary",2,2024,-112,54.5,57,8,-110,54.5,43,92,-750,99,98,525,1,2,-110,-16.5,95,57,-110,16.5,5,43,-110,55.5,NA,NA,-110,55.5,NA,NA,-600,NA,NA,430,NA,NA,-110,-14.5,NA,NA,-110,14.5,NA,NA,-110,55.5,0,0,-110,55.5,0,0,-750,0,0,520,0,0,-110,-16.5,0,0,-110,16.5,0,0,-110,54.5,0,0,-110,54.5,0,0,-750,0,0,525,0,0,-110,-16.5,0,0,-110,16.5,0,0,-120,54.5,0,0,-110,54.5,0,0,-920,0,0,550,0,0,-110,-17.5,0,0,-120,17.5,0,0,-110,54.5,0,0,-110,54.5,0,0,-800,0,0,550,0,0,-115,-16.5,0,0,-105,16.5,0,0
"7427","Stanford","Cal Poly",2,2024,-105,61.5,52,32,-112,61.5,48,68,NA,NA,NA,NA,NA,NA,-110,-35,73,31,-110,35,27,69,-110,58.5,NA,NA,-110,58.5,NA,NA,NA,NA,NA,NA,NA,NA,-115,-36.5,NA,NA,-105,36.5,NA,NA,-105,61.5,0,0,-115,61.5,0,0,NA,NA,NA,NA,NA,NA,-120,-34.5,0,0,-102,34.5,0,0,-110,60.5,0,0,-110,60.5,0,0,NA,NA,NA,NA,NA,NA,-110,-35.5,0,0,-110,35.5,0,0,-108,61.5,0,0,-112,61.5,0,0,NA,NA,NA,NA,NA,NA,-110,-35,0,0,-110,35,0,0,-110,61,0,0,-110,61,0,0,NA,NA,NA,NA,NA,NA,-110,-35,0,0,-110,35,0,0
"7428","Air Force","San Jose State",2,2024,-110,44.5,97,98,-110,44.5,3,2,-135,3,92,114,97,8,-108,-2.5,26,36,-112,2.5,74,64,-110,46.5,NA,NA,-110,46.5,NA,NA,-215,NA,NA,176,NA,NA,-110,-4,NA,NA,-110,4,NA,NA,-110,44.5,0,0,-110,44.5,0,0,-134,0,0,112,0,0,-110,-2.5,0,0,-110,2.5,0,0,-115,44.5,0,0,-105,44.5,0,0,-145,0,0,120,0,0,-105,-3,0,0,-115,3,0,0,-110,44,0,0,-110,44,0,0,-135,0,0,114,0,0,-108,-2.5,0,0,-112,2.5,0,0,-110,44.5,0,0,-110,44.5,0,0,-135,0,0,115,0,0,-105,-2.5,0,0,-115,2.5,0,0
"7429","Virginia","Wake Forest",2,2024,-110,55.5,89,4,-115,55.5,11,96,-105,58,75,-122,42,25,-112,1.5,7,24,-112,-1.5,93,76,-110,54.5,NA,NA,-110,54.5,NA,NA,-120,NA,NA,-100,NA,NA,-110,-1.5,NA,NA,-110,1.5,NA,NA,-110,55.5,0,0,-110,55.5,0,0,-111,0,0,-108,0,0,-106,-1.5,0,0,-114,1.5,0,0,-110,55.5,0,0,-110,55.5,0,0,-105,0,0,-115,0,0,-110,1,0,0,-110,-1,0,0,-110,55.5,0,0,-120,55.5,0,0,-105,0,0,-125,0,0,-115,1.5,0,0,-115,-1.5,0,0,-110,55.5,0,0,-110,55.5,0,0,-105,0,0,-115,0,0,-110,1,0,0,-110,-1,0,0
"7430","Buffalo","Missouri",2,2024,-112,52,90,97,-110,52,10,3,-40000,1,94,3300,99,6,-112,-32.5,82,64,-108,32.5,18,36,-110,52.5,NA,NA,-110,52.5,NA,NA,-40000,NA,NA,3300,NA,NA,-110,-35.5,NA,NA,-110,35.5,NA,NA,-102,52.5,0,0,-120,52.5,0,0,NA,NA,NA,6500,0,0,-110,-32.5,0,0,-110,32.5,0,0,-110,52.5,0,0,-110,52.5,0,0,NA,NA,NA,NA,NA,NA,-110,-32.5,0,0,-110,32.5,0,0,-112,52,0,0,-108,52,0,0,NA,NA,NA,NA,NA,NA,-112,-32.5,0,0,-108,32.5,0,0,-110,52,0,0,-110,52,0,0,NA,NA,NA,NA,NA,NA,-110,-32.5,0,0,-110,32.5,0,0
"7431","Kansas","Illinois",2,2024,-112,58.5,89,49,-113,58.5,11,51,165,62,8,-210,38,92,-107,5,38,37,-117,-5,62,63,-105,55.5,NA,NA,-115,55.5,NA,NA,198,NA,NA,-245,NA,NA,-105,6.5,NA,NA,-115,-6.5,NA,NA,-108,58.5,0,0,-112,58.5,0,0,176,0,0,-215,0,0,-105,5.5,0,0,-115,-5.5,0,0,-110,58.5,0,0,-110,58.5,0,0,180,0,0,-225,0,0,-110,5.5,0,0,-110,-5.5,0,0,-115,58.5,0,0,-115,58.5,0,0,160,0,0,-210,0,0,-110,4.5,0,0,-120,-4.5,0,0,-110,58.5,0,0,-110,58.5,0,0,175,0,0,-210,0,0,-110,5.5,0,0,-110,-5.5,0,0
"7432","Southern Miss","Southeastern Louisiana",2,2024,-115,53.5,49,59,-105,53.5,51,41,-950,99,98,625,1,2,-105,-17.5,76,54,-115,17.5,24,46,-115,54.5,NA,NA,-105,54.5,NA,NA,-430,NA,NA,330,NA,NA,-110,-11.5,NA,NA,-110,11.5,NA,NA,-115,53.5,0,0,-105,53.5,0,0,-1000,0,0,640,0,0,-110,-18.5,0,0,-110,18.5,0,0,-115,53.5,0,0,-105,53.5,0,0,-750,0,0,525,0,0,-105,-17.5,0,0,-115,17.5,0,0,-115,52.5,0,0,-115,52.5,0,0,-950,0,0,575,0,0,-120,-17.5,0,0,-110,17.5,0,0,-110,53,0,0,-110,53,0,0,-900,0,0,600,0,0,-115,-18,0,0,-105,18,0,0
"7433","Chattanooga","Georgia State",2,2024,-110,52.5,90,80,-110,52.5,10,20,-340,95,97,270,5,3,-110,-10.5,98,75,-110,10.5,2,25,-110,54.5,NA,NA,-110,54.5,NA,NA,-410,NA,NA,315,NA,NA,-110,-11.5,NA,NA,-110,11.5,NA,NA,-110,52.5,0,0,-110,52.5,0,0,-335,0,0,265,0,0,-102,-10.5,0,0,-120,10.5,0,0,-110,52.5,0,0,-110,52.5,0,0,NA,NA,NA,NA,NA,NA,-110,-10.5,0,0,-110,10.5,0,0,-110,52.5,0,0,-110,52.5,0,0,-340,0,0,270,0,0,-112,-9.5,0,0,-108,9.5,0,0,-110,53,0,0,-110,53,0,0,-385,0,0,300,0,0,-110,-10,0,0,-110,10,0,0
"7434","Louisiana-Monroe","UAB",2,2024,-107,55.5,7,4,-117,55.5,93,96,312,1,5,-425,99,95,-117,11.5,2,26,-110,-11.5,98,74,-110,54.5,NA,NA,-110,54.5,NA,NA,350,NA,NA,-465,NA,NA,-110,8,NA,NA,-110,-8,NA,NA,-105,55.5,0,0,-115,55.5,0,0,340,0,0,-450,0,0,-115,11.5,0,0,-105,-11.5,0,0,-105,55.5,0,0,-115,55.5,0,0,310,0,0,-400,0,0,-110,10.5,0,0,-110,-10.5,0,0,-110,55.5,0,0,-120,55.5,0,0,300,0,0,-425,0,0,-120,11.5,0,0,-110,-11.5,0,0,-110,55,0,0,-110,55,0,0,320,0,0,-420,0,0,-110,11,0,0,-110,-11,0,0
"7435","Tulsa","Arkansas State",2,2024,-115,66,95,48,-110,66,5,52,-315,99,96,250,1,4,-110,-9,72,78,-112,9,28,22,-110,60.5,NA,NA,-110,60.5,NA,NA,-275,NA,NA,220,NA,NA,-112,-7.5,NA,NA,-108,7.5,NA,NA,-105,66.5,0,0,-115,66.5,0,0,-315,0,0,250,0,0,-110,-8.5,0,0,-110,8.5,0,0,-115,65.5,0,0,-105,65.5,0,0,-350,0,0,260,0,0,-110,-8.5,0,0,-110,8.5,0,0,-120,65.5,0,0,-110,65.5,0,0,-315,0,0,230,0,0,-115,-8.5,0,0,-115,8.5,0,0,-110,66,0,0,-110,66,0,0,-335,0,0,260,0,0,-110,-9,0,0,-110,9,0,0
"7436","LSU","Nicholls State",2,2024,-110,56,80,44,-110,56,20,56,NA,NA,NA,NA,NA,NA,-110,-46.5,72,49,-110,46.5,28,51,-110,61.5,NA,NA,-110,61.5,NA,NA,NA,NA,NA,NA,NA,NA,-112,-51.5,NA,NA,-108,51.5,NA,NA,-105,56.5,0,0,-115,56.5,0,0,NA,NA,NA,NA,NA,NA,-105,-46.5,0,0,-115,46.5,0,0,-110,55.5,0,0,-110,55.5,0,0,NA,NA,NA,NA,NA,NA,-110,-46.5,0,0,-110,46.5,0,0,-110,56,0,0,-110,56,0,0,NA,NA,NA,NA,NA,NA,-108,-46,0,0,-112,46,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7437","North Texas","Stephen F. Austin",2,2024,-110,72.5,40,23,-110,72.5,60,77,-1800,0,0,1000,0,0,-110,-23.5,79,31,-110,23.5,21,69,-110,67.5,NA,NA,-110,67.5,NA,NA,-2500,NA,NA,1100,NA,NA,-110,-23.5,NA,NA,-110,23.5,NA,NA,-110,72.5,0,0,-110,72.5,0,0,-2500,0,0,1100,0,0,-110,-22.5,0,0,-110,22.5,0,0,-110,72.5,0,0,-110,72.5,0,0,NA,NA,NA,NA,NA,NA,-110,-23.5,0,0,-110,23.5,0,0,-108,73.5,0,0,-112,73.5,0,0,-1800,0,0,1000,0,0,-110,-23.5,0,0,-110,23.5,0,0,-110,73,0,0,-110,73,0,0,NA,NA,NA,NA,NA,NA,-110,-23,0,0,-110,23,0,0
"7438","Western Michigan","Ohio State",2,2024,-110,54.5,82,53,-110,54.5,18,47,-40000,0,0,3300,0,0,-117,-37.5,76,76,-106,37.5,24,24,-110,52.5,NA,NA,-110,52.5,NA,NA,-40000,NA,NA,3300,NA,NA,-110,-37.5,NA,NA,-110,37.5,NA,NA,-108,54.5,0,0,-112,54.5,0,0,NA,NA,NA,NA,NA,NA,-112,-37.5,0,0,-108,37.5,0,0,-110,54.5,0,0,-110,54.5,0,0,NA,NA,NA,NA,NA,NA,-115,-37.5,0,0,-105,37.5,0,0,-120,54.5,0,0,-110,54.5,0,0,NA,NA,NA,NA,NA,NA,-120,-37.5,0,0,-110,37.5,0,0,-110,54.5,0,0,-110,54.5,0,0,NA,NA,NA,NA,NA,NA,-110,-37,0,0,-110,37,0,0
"7439","Alcorn State","Vanderbilt",2,2024,-110,48.5,68,91,-110,48.5,32,9,-1e+05,0,95,5000,100,5,-110,-33.5,87,43,-110,33.5,13,57,-110,54.5,NA,NA,-110,54.5,NA,NA,-1e+05,NA,NA,5000,NA,NA,-110,-34.5,NA,NA,-110,34.5,NA,NA,-110,48.5,0,0,-110,48.5,0,0,NA,NA,NA,NA,NA,NA,-110,-33.5,0,0,-110,33.5,0,0,-110,48.5,0,0,-110,48.5,0,0,NA,NA,NA,NA,NA,NA,-110,-33.5,0,0,-110,33.5,0,0,-115,48,0,0,-105,48,0,0,-1e+05,0,0,5000,0,0,-112,-33.5,0,0,-108,33.5,0,0,-110,48.5,0,0,-110,48.5,0,0,-25000,0,0,2500,0,0,-115,-33.5,0,0,-105,33.5,0,0
"7440","North Carolina State","Tennessee",2,2024,-110,60,72,37,-115,60,28,63,260,0,5,-344,100,95,-112,9,33,23,-112,-9,67,77,-115,53.5,NA,NA,-105,53.5,NA,NA,150,NA,NA,-182,NA,NA,-110,5.5,NA,NA,-110,-5.5,NA,NA,-105,60.5,0,0,-115,60.5,0,0,260,0,0,-330,0,0,-110,8.5,0,0,-110,-8.5,0,0,-110,60,0,0,-110,60,0,0,270,0,0,-350,0,0,-110,8,0,0,-110,-8,0,0,-110,59.5,0,0,-120,59.5,0,0,260,0,0,-360,0,0,-115,9.5,0,0,-115,-9.5,0,0,-110,60,0,0,-110,60,0,0,285,0,0,-365,0,0,-110,8.5,0,0,-110,-8.5,0,0
"7441","Nebraska","Colorado",2,2024,-115,55,78,66,-110,55,22,34,-227,74,90,179,26,10,-112,-6.5,64,47,-112,6.5,36,53,-115,56.5,NA,NA,-105,56.5,NA,NA,-205,NA,NA,168,NA,NA,-110,-6.5,NA,NA,-110,6.5,NA,NA,-110,56.5,0,0,-110,56.5,0,0,-240,0,0,195,0,0,-115,-6.5,0,0,-105,6.5,0,0,-110,55.5,0,0,-110,55.5,0,0,-250,0,0,200,0,0,-115,-6.5,0,0,-105,6.5,0,0,-120,54.5,0,0,-110,54.5,0,0,-215,0,0,165,0,0,-110,-6.5,0,0,-120,6.5,0,0,-110,55.5,0,0,-110,55.5,0,0,-240,0,0,196,0,0,-105,-7,0,0,-115,7,0,0
"7442","Houston","Oklahoma",2,2024,-115,49.5,39,86,-110,49.5,61,14,-6550,71,97,1800,29,3,-112,-28,74,74,-112,28,26,26,-110,57.5,NA,NA,-110,57.5,NA,NA,-2500,NA,NA,1060,NA,NA,-115,-21.5,NA,NA,-105,21.5,NA,NA,-108,49.5,0,0,-112,49.5,0,0,-7000,0,0,2000,0,0,-118,-27.5,0,0,-104,27.5,0,0,-110,49.5,0,0,-110,49.5,0,0,-10000,0,0,1800,0,0,-110,-27.5,0,0,-110,27.5,0,0,-120,49.5,0,0,-110,49.5,0,0,-6500,0,0,1800,0,0,-110,-28.5,0,0,-120,28.5,0,0,-110,49.5,0,0,-110,49.5,0,0,-7000,0,0,1800,0,0,-110,-27.5,0,0,-110,27.5,0,0
"7443","TCU","LIU",2,2024,-120,55.5,89,64,-110,55.5,11,36,NA,NA,NA,NA,NA,NA,-110,-45.5,67,36,-110,45.5,33,64,-115,54.5,NA,NA,-105,54.5,NA,NA,NA,NA,NA,NA,NA,NA,-110,-45.5,NA,NA,-110,45.5,NA,NA,-115,55.5,0,0,-105,55.5,0,0,NA,NA,NA,NA,NA,NA,-110,-45.5,0,0,-110,45.5,0,0,-110,56.5,0,0,-110,56.5,0,0,NA,NA,NA,NA,NA,NA,-110,-46.5,0,0,-110,46.5,0,0,-120,55.5,0,0,-110,55.5,0,0,NA,NA,NA,NA,NA,NA,-125,-44.5,0,0,-105,44.5,0,0,-110,56.5,0,0,-110,56.5,0,0,NA,NA,NA,NA,NA,NA,-110,-46.5,0,0,-110,46.5,0,0
"7444","Appalachian State","Clemson",2,2024,-110,52.5,79,63,-115,52.5,21,37,-950,97,99,587,3,1,-120,-16.5,47,45,-110,16.5,53,55,-115,55.5,NA,NA,-105,55.5,NA,NA,-710,NA,NA,490,NA,NA,-110,-20,NA,NA,-110,20,NA,NA,-108,51.5,0,0,-112,51.5,0,0,-1000,0,0,640,0,0,-120,-16.5,0,0,-102,16.5,0,0,-105,52.5,0,0,-115,52.5,0,0,-900,0,0,575,0,0,-115,-16.5,0,0,-105,16.5,0,0,-110,52.5,0,0,-120,52.5,0,0,-950,0,0,575,0,0,-120,-16.5,0,0,-110,16.5,0,0,-110,52,0,0,-110,52,0,0,-900,0,0,600,0,0,-105,-17,0,0,-115,17,0,0
"7445","UTEP","Southern Utah",2,2024,-110,55.5,94,80,-110,55.5,6,20,-250,99,95,195,1,5,-115,-6.5,96,64,-105,6.5,4,36,-110,51.5,NA,NA,-110,51.5,NA,NA,-285,NA,NA,230,NA,NA,-115,-7.5,NA,NA,-105,7.5,NA,NA,-112,55.5,0,0,-108,55.5,0,0,-240,0,0,195,0,0,-115,-6.5,0,0,-105,6.5,0,0,-110,55.5,0,0,-110,55.5,0,0,-250,0,0,200,0,0,-115,-6.5,0,0,-105,6.5,0,0,-110,55.5,0,0,-120,55.5,0,0,-250,0,0,190,0,0,-120,-6.5,0,0,-110,6.5,0,0,-110,56,0,0,-110,56,0,0,NA,NA,NA,NA,NA,NA,-115,-6.5,0,0,-105,6.5,0,0
